LifeStage,PopGrpID,PopGrp,ID_Num,COMID,Reach,MWMT_Indx2047,MWMT_Indx2048,MWMT_Indx2049,MWMT_Indx2050,MWMT_Indx2051,MWMT_Indx2052,MWMT_Indx2053,MWMT_Indx2054,MWMT_Indx2055,MWMT_Indx2056,MWMT_Indx2057,MWMT_Indx2058,MWMT_Indx2059,MWMT_Indx2060,MWMT_Indx2061,MWMT_Indx2062,MWMT_Indx2063,MWMT_Indx2064,MWMT_Indx2065,MWMT_Indx2066,MWMT_Indx2067,MWMT_Indx2068,MWMT_Indx2069,MWMT_Indx2070,MWMT_Indx2071,MWMT_Indx2072,MWMT_Indx2073,MWMT_Indx2074,MWMT_Indx2075,MWMT_Indx2076,MWMT_Indx2077,MWMT_Indx2078,MWMT_Indx2079,MWMT_Indx2080
Spwn,1,Necanicum,21486,23871189,Beerman Cr,19.10025406,19.82345581,19.96338081,20.98105621,19.14968681,19.74944305,19.43138504,18.82552147,20.82821083,19.18718529,20.28143883,19.92516327,18.03214455,19.6995945,17.75414848,19.71222687,20.18597794,20.93489075,20.00400925,18.72294617,20.60518265,18.46597481,20.15187645,18.34381294,18.45831108,18.78078079,19.37768745,20.53684998,21.84773064,20.24843788,18.7689476,20.07933998,19.92937088,18.90616035
Spwn,1,Necanicum,1811,23871189,Beerman Cr,19.10025406,19.82345581,19.96338081,20.98105621,19.14968681,19.74944305,19.43138504,18.82552147,20.82821083,19.18718529,20.28143883,19.92516327,18.03214455,19.6995945,17.75414848,19.71222687,20.18597794,20.93489075,20.00400925,18.72294617,20.60518265,18.46597481,20.15187645,18.34381294,18.45831108,18.78078079,19.37768745,20.53684998,21.84773064,20.24843788,18.7689476,20.07933998,19.92937088,18.90616035
Spwn,1,Necanicum,1814,23871245,Williamson Cr,19.55039024,20.28205872,20.48047638,21.41056061,19.54418945,20.14564514,19.89142227,19.28376579,21.34855652,19.44498062,20.73469925,20.30685997,18.43428802,20.43087196,18.30407715,20.16424751,20.62308884,21.38575935,20.54868317,18.86832809,21.0633297,18.78152084,20.38746834,18.76291847,18.95513725,19.38297462,19.84181786,20.89591408,22.22903633,20.99388313,19.02582359,20.21137047,20.57832146,19.19819832
Spwn,1,Necanicum,17746,23871245,Williamson Cr,19.55039024,20.28205872,20.48047638,21.41056061,19.54418945,20.14564514,19.89142227,19.28376579,21.34855652,19.44498062,20.73469925,20.30685997,18.43428802,20.43087196,18.30407715,20.16424751,20.62308884,21.38575935,20.54868317,18.86832809,21.0633297,18.78152084,20.38746834,18.76291847,18.95513725,19.38297462,19.84181786,20.89591408,22.22903633,20.99388313,19.02582359,20.21137047,20.57832146,19.19819832
Spwn,1,Necanicum,21257,23871245,"Williamson Cr, Trib A",19.55039024,20.28205872,20.48047638,21.41056061,19.54418945,20.14564514,19.89142227,19.28376579,21.34855652,19.44498062,20.73469925,20.30685997,18.43428802,20.43087196,18.30407715,20.16424751,20.62308884,21.38575935,20.54868317,18.86832809,21.0633297,18.78152084,20.38746834,18.76291847,18.95513725,19.38297462,19.84181786,20.89591408,22.22903633,20.99388313,19.02582359,20.21137047,20.57832146,19.19819832
Spwn,1,Necanicum,1816,,Circle Cr,20.69607544,21.4706192,21.68066406,22.66525459,20.68951225,21.32621193,21.05709076,20.41382599,22.5996151,20.58448792,21.94978523,21.49687576,19.51456833,21.62815285,19.37672424,21.3459053,21.83163452,22.63899803,21.75286865,19.97404289,22.29767418,19.88214684,21.58220673,19.86245537,20.06593704,20.51884842,21.00457954,22.12044907,23.53169441,22.22415924,20.14076614,21.3957901,21.78424454,20.32324409
Spwn,1,Necanicum,1815,23871201,Circle Cr,20.69607544,21.4706192,21.68066406,22.66525459,20.68951225,21.32621193,21.05709076,20.41382599,22.5996151,20.58448792,21.94978523,21.49687576,19.51456833,21.62815285,19.37672424,21.3459053,21.83163452,22.63899803,21.75286865,19.97404289,22.29767418,19.88214684,21.58220673,19.86245537,20.06593704,20.51884842,21.00457954,22.12044907,23.53169441,22.22415924,20.14076614,21.3957901,21.78424454,20.32324409
Spwn,1,Necanicum,18194,23871201,Circle Cr,20.69607544,21.4706192,21.68066406,22.66525459,20.68951225,21.32621193,21.05709076,20.41382599,22.5996151,20.58448792,21.94978523,21.49687576,19.51456833,21.62815285,19.37672424,21.3459053,21.83163452,22.63899803,21.75286865,19.97404289,22.29767418,19.88214684,21.58220673,19.86245537,20.06593704,20.51884842,21.00457954,22.12044907,23.53169441,22.22415924,20.14076614,21.3957901,21.78424454,20.32324409
Spwn,1,Necanicum,18091,23871201,Circle Cr,20.69607544,21.4706192,21.68066406,22.66525459,20.68951225,21.32621193,21.05709076,20.41382599,22.5996151,20.58448792,21.94978523,21.49687576,19.51456833,21.62815285,19.37672424,21.3459053,21.83163452,22.63899803,21.75286865,19.97404289,22.29767418,19.88214684,21.58220673,19.86245537,20.06593704,20.51884842,21.00457954,22.12044907,23.53169441,22.22415924,20.14076614,21.3957901,21.78424454,20.32324409
Spwn,1,Necanicum,1820,23871203,Circle Cr,19.57185555,20.29862976,20.34195137,21.38573837,19.70883751,20.43505859,19.93210411,19.44318962,21.41597748,19.73891258,20.80382729,20.43563461,18.6353569,20.28098297,18.34768295,20.27231026,20.61812973,21.53167534,20.53386116,19.28954506,21.12421227,18.95293617,20.4737606,18.86767197,19.01722717,19.41264915,19.8743763,20.96847725,22.19815254,20.78712654,18.94673157,20.28659439,20.44497299,19.1815815
Spwn,1,Necanicum,17874,23871203,Circle Cr,19.57185555,20.29862976,20.34195137,21.38573837,19.70883751,20.43505859,19.93210411,19.44318962,21.41597748,19.73891258,20.80382729,20.43563461,18.6353569,20.28098297,18.34768295,20.27231026,20.61812973,21.53167534,20.53386116,19.28954506,21.12421227,18.95293617,20.4737606,18.86767197,19.01722717,19.41264915,19.8743763,20.96847725,22.19815254,20.78712654,18.94673157,20.28659439,20.44497299,19.1815815
