TARGET_FID,ORIG_SEQ,len_km,StartXUTM,EndXUTM,StartYUTM,EndYUTM,MidXUTM,MidYUTM,POPULATION,SPAWNMILES,NTOSORDER,STRATA,ACRES,HECTARES,TYPE,Shape_Leng,Shape_Length
2821,2819,0.999747578,427154.2863,427792.9405,4788578.248,4787842.863,427461.5809,4788196.004,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7476289
2822,2822,0.324920728,424369.0748,424591.5048,4788712.026,4788941.938,424493.5918,4788814.781,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,324.9207362
2823,2826,0.1633403,426891.8021,427020.3181,4788807.201,4788753.51,426946.7184,4788743.058,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,163.34036
2824,2825,0.999750941,426306.0334,426891.8021,4788774.81,4788807.201,426644.2396,4788811.322,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7509416
2825,2824,0.999751881,425409.65,426306.0334,4788810.067,4788774.81,425858.2053,4788756.113,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7519408
2826,2823,0.999753781,424591.5048,425409.65,4788941.938,4788810.067,425051.9741,4788823.191,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7537404
2827,2827,0.250400466,411851.6959,411669.9685,4788387.09,4788514.427,411739.2722,4788449.214,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,250.4005865
2828,2828,0.586033359,411851.6959,412145.254,4788387.09,4788877.976,411993.6717,4788640.393,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,586.0333943
2829,2829,0.351491661,412145.254,412421.989,4788877.976,4789087.614,412294.5884,4788972.247,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,351.4916108
2830,2830,0.615849024,423972.7795,424369.0748,4788928.037,4788712.026,424096.2907,4788795.528,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,615.8490916
2831,2831,0.032422697,427586.5166,427558.941,4789213.519,4789196.539,427572.8536,4789204.833,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,32.42267777
2832,2832,0.821259196,427558.941,427020.3181,4789196.539,4788753.51,427215.324,4789084.733,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,821.2591628
2833,2833,0.178491143,427586.5166,427727.6049,4789213.519,4789322.125,427658.0838,4789266.62,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,178.4911763
2834,2834,0.454357892,427727.6049,428150.8685,4789322.125,4789467.025,427934.5369,4789406.096,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,454.3578573
2835,2835,0.545392623,427586.5166,427376.3443,4789213.519,4789700.346,427495.424,4789460.794,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,545.3925829
2836,2836,0.3119561,427376.3443,427209.5092,4789700.346,4789953.012,427302.627,4789832.067,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,311.956058
2837,2837,0.687792107,430329.9831,430743.8692,4789395.014,4789866.814,430452.1905,4789676.131,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,687.7920877
2838,2838,0.202028723,430743.8692,430891.7432,4789866.814,4790003.033,430818.7498,4789933.709,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,202.0287116
2839,2839,0.79770999,436760.7721,436011.4725,4789609.133,4789682.136,436385.6712,4789649.043,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,797.7101547
2840,2840,0.631264137,436011.4725,435573.2375,4789682.136,4790075.503,435712.6763,4789858.141,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,631.2641051
2841,2841,0.368461533,526299.4064,526108.7597,4792406.943,4792717.399,526183.4223,4792551.376,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,368.4615508
2842,2843,0.098661291,525795.3884,525746.7184,4793604.515,4793689.889,525772.7981,4793648.164,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,98.66125678
2843,2842,0.999705353,526108.7597,525795.3884,4792717.399,4793604.515,525945.9175,4793161.597,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.7053803
2844,2844,0.901074918,433753.426,434319.8294,4789586.498,4788913.666,434027.0187,4789236.623,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,901.074928
2845,2845,0.545636984,434319.8294,434788.3361,4788913.666,4788642.067,434545.9042,4788760.045,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,545.6369576
2846,2846,0.454101978,433753.426,433963.7623,4789586.498,4789934.409,433822.8573,4789802.481,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,454.1020544
2847,2847,0.980386818,433963.7623,434399.3503,4789934.409,4790140.506,434065.6509,4790206.515,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,980.3868132
2848,2848,0.019355231,428150.8685,428170.0239,4789467.025,4789465.408,428160.2865,4789465.201,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,19.35517988
2849,2849,0.330647051,428170.0239,428486.2565,4789465.408,4789530.026,428329.3649,4789475.917,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,330.6470763
2850,2850,0.669133912,404237.0959,404723.6887,4788779.177,4789204.957,404501.3913,4788953.571,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,669.1339102
2851,2851,0.287053194,404723.6887,404953.2686,4789204.957,4789364.125,404821.7389,4789306.78,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,287.0531215
2852,2852,0.712743768,404237.0959,403548.8903,4788779.177,4788720.186,403901.5423,4788705.143,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,712.743797
2853,2856,0.541404309,403490.1217,403816.4441,4790783.321,4791063.241,403547.2477,4790985.244,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,541.4042483
2854,2855,0.999803174,402930.0873,403490.1217,4789998.576,4790783.321,403258.1385,4790367.327,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,999.8031603
2855,2854,0.999802002,402828.8355,402930.0873,4789222.702,4789998.576,402761.8069,4789637.688,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,999.8020342
2856,2853,0.999799402,403548.8903,402828.8355,4788720.186,4789222.702,403156.525,4788951.888,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,999.7995862
2857,2857,0.458356062,533387.2108,533436.2219,4792728.806,4792359.772,533439.8614,4792552.15,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,458.3559538
2858,2858,0.414099756,533436.2219,533436.0956,4792359.772,4792017.71,533449.3148,4792195.952,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,414.0997734
2859,2859,0.585632097,428486.2565,428902.8988,4789530.026,4789157.888,428676.3419,4789332.702,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,585.6321442
2860,2860,0.643294443,428902.8988,429530.1257,4789157.888,4789054.943,429228.9937,4789146.641,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,643.2943804
2861,2861,0.285748213,428486.2565,428705.2884,4789530.026,4789707.027,428585.1137,4789628.701,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,285.748257
2862,2862,0.070709895,396470.2036,396471.6679,4788588.244,4788518.225,396468.2853,4788553.349,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,70.70990005
2863,2864,0.124837127,396839.8519,396951.1809,4787711.172,4787667.697,396897.3237,4787701.166,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,124.8370797
2864,2863,0.999812871,396471.6679,396839.8519,4788518.225,4787711.172,396581.5723,4788043.629,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.8128723
2865,2865,0.781265468,412421.989,411847.0118,4789087.614,4789461.067,412124.5776,4789414.629,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,781.2654624
2866,2866,0.093681467,412421.989,412509.0611,4789087.614,4789119.232,412465.844,4789101.409,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,93.68148445
2867,2867,0.808912178,412509.0611,412877.0537,4789119.232,4789810.632,412732.5476,4789471.741,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,808.9121843
2868,2868,0.190861659,428705.2884,428663.4498,4789707.027,4789892.053,428679.3691,4789799.022,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,190.8615893
2869,2869,0.321291621,428663.4498,428732.6642,4789892.053,4790192.623,428696.7857,4790041.382,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,321.2916736
2870,2870,0.678454502,432254.6443,431754.9602,4789898.512,4789633.314,432041.3902,4789756.384,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,678.4543204
2871,2871,0.637753198,431754.9602,431270.2233,4789633.314,4790000.019,431535.9428,4789824.842,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,637.7531521
2872,2872,0.361991604,432254.6443,432391.8436,4789898.512,4789928.5,432357.1998,4790000.35,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,361.9915893
2873,2873,0.471397091,432391.8436,432635.6191,4789928.5,4790057.519,432587.9638,4789913.518,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,471.3971798
2874,2874,0.10600293,435212.8972,435184.553,4789992.008,4790093.51,435203.8505,4790043.657,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,106.0029338
2875,2875,0.365629342,435573.2375,435844.4369,4790075.503,4790307.012,435690.0806,4790208.349,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,365.6293624
2876,2876,0.056712718,428087.1132,428081.4447,4789871.116,4789816.16,428089.076,4789843.856,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,56.71279192
2877,2877,0.361325757,428081.4447,428150.8685,4789816.16,4789467.025,428109.0061,4789640.83,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,361.3257479
2878,2878,0.402256008,435184.553,435573.2375,4790093.51,4790075.503,435379.5836,4790104.034,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,402.2560246
2879,2879,0.236163275,431270.2233,431037.8432,4790000.019,4790022.572,431154.4336,4790025.6,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,236.1633207
2880,2880,0.14747079,431037.8432,430891.7432,4790022.572,4790003.033,430964.8551,4790012.395,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,147.4708092
2881,2881,0.852276205,431270.2233,431182.8865,4790000.019,4790825.352,431237.9107,4790412.714,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,852.2761298
2882,2882,0.762798309,431182.8865,431095.5066,4790825.352,4791516.143,431058.9185,4791174.936,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,762.7983253
2883,2883,0.236950536,430891.7432,430675.6816,4790003.033,4790089.328,430776.3702,4790034.126,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,236.9504554
2884,2884,0.493487774,430675.6816,430372.2234,4790089.328,4790465.869,430494.4357,4790260.452,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,493.4877979
2885,2885,0.506257835,432635.6191,432933.6358,4790057.519,4789761.594,432788.2411,4789935.485,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,506.2577
2886,2887,0.075421466,433696.2286,433753.426,4789539.316,4789586.498,433728.0909,4789558.436,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,75.42153843
2887,2886,0.999741659,432933.6358,433696.2286,4789761.594,4789539.316,433270.4706,4789728.002,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,999.7416554
2888,2888,0.924323404,432635.6191,432444.9972,4790057.519,4790929.388,432537.4014,4790493.269,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,924.3234583
2889,2889,0.331658042,432444.9972,432394.2399,4790929.388,4791249.457,432447.8044,4791091.252,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,331.6580144
2890,2890,0.668084545,434399.3503,434913.4863,4790140.506,4789968.089,434554.1354,4789971.504,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,668.0845991
2891,2891,0.330824142,434913.4863,435184.553,4789968.089,4790093.51,435033.0565,4790048.822,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,330.8241213
2892,2892,0.668886434,484314.1054,484931.4812,4791719.052,4791479.112,484626.7813,4791615.667,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,668.8864644
2893,2893,0.999694952,484931.4812,485770.0036,4791479.112,4791290.075,485363.4708,4791375.006,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.6948591
2894,2896,0.726600427,487363.5305,487757.8105,4790488.965,4789954.234,487583.7455,4790224.843,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,726.6004094
2895,2895,0.999692842,486597.7369,487363.5305,4791022.132,4790488.965,486960.9269,4790725.354,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.6928238
2896,2894,0.999694045,485770.0036,486597.7369,4791290.075,4791022.132,486153.4435,4791082.516,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.6940894
2897,2897,0.273097006,536869.9853,537088.198,4793328.405,4793233.655,536969.5928,4793259.247,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,273.0971474
2898,2902,0.636271779,538984.4442,538950.3092,4790902.647,4790400.841,538932.0773,4790626.598,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,636.2717444
2899,2901,0.999710471,538756.483,538984.4442,4791648.524,4790902.647,538858.5196,4791274.991,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.7106307
2900,2900,0.999712095,538249.6453,538756.483,4792237.487,4791648.524,538554.5135,4791980.394,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.7120654
2901,2899,0.999712755,537585.3308,538249.6453,4792783.304,4792237.487,537909.1876,4792497.784,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.7127464
2902,2898,0.999713456,537088.198,537585.3308,4793233.655,4792783.304,537242.8264,4792912.451,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.7134877
2903,2903,0.363432513,483687.4918,483748.4457,4791746.065,4791419.012,483756.2064,4791590.861,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,363.4325716
2904,2905,0.987435118,483335.0685,482695.268,4790587.227,4789860.539,483018.1527,4790221.02,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,987.4350984
2905,2904,0.999694666,483748.4457,483335.0685,4791419.012,4790587.227,483603.0567,4790969.203,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.6947609
2906,2906,0.012257799,483687.4918,483699.713,4791746.065,4791745.119,483693.6024,4791745.592,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,12.25777402
2907,2907,0.731689119,483699.713,484314.1054,4791745.119,4791719.052,483997.4699,4791619.339,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,731.6891512
2908,2908,0.268033668,405874.2025,405941.9161,4789393.583,4789649.61,405909.7309,4789521.121,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,268.0336942
2909,2911,0.906082474,406377.0692,406505.0927,4791449.399,4792203.243,406415.1014,4791827.217,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,906.0825234
2910,2910,0.999797905,406096.2073,406377.0692,4790604.87,4791449.399,406254.4909,4791017.721,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,999.7980527
2911,2909,0.999795963,405941.9161,406096.2073,4789649.61,4790604.87,406067.0991,4790118.933,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,999.7959418
2912,2912,0.093708712,530814.8705,530826.3938,4793247.03,4793157.877,530819.5402,4793202.433,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,93.70862173
2913,2916,0.514747182,530318.2885,530224.0833,4790697.094,4790298.629,530282.7722,4790505.172,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,514.7470926
2914,2915,0.99970287,530373.7232,530318.2885,4791549.674,4790697.094,530389.727,4791116.698,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.7028973
2915,2914,0.999705301,530510.757,530373.7232,4792411.409,4791549.674,530456.2771,4791976.632,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.7052423
2916,2913,0.999707534,530826.3938,530510.757,4793157.877,4792411.409,530619.5378,4792807.181,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,999.7075443
2917,2917,0.485012174,394730.9,394338.7605,4789213.824,4788965.935,394536.1974,4789086.327,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,485.0121654
2918,2919,0.196425079,393422.9096,393232.7622,4789167.573,4789208.781,393329.9331,4789195.255,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,196.4250361
2919,2918,0.999822324,394338.7605,393422.9096,4788965.935,4789167.573,393826.0609,4788955.145,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,999.8223335
2920,2920,0.641015756,412877.0537,412290.7425,4789810.632,4790040.5,412599.2787,4789966.844,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,641.0157263
2921,2921,0.162348705,412877.0537,412969.7605,4789810.632,4789942.192,412926.3392,4789874.312,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,162.3486645
2922,2924,0.025808145,413803.3275,413822.6746,4791667.089,4791684.17,413813.001,4791675.629,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,25.80808352
2923,2923,0.999782442,413326.6689,413803.3275,4790825.832,4791667.089,413600.0755,4791235.036,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7824293
2924,2922,0.999781172,412969.7605,413326.6689,4789942.192,4790825.832,413116.5232,4790378.845,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7811892
2925,2925,0.770106845,415285.639,414892.3243,4789890.038,4790487.643,415062.0995,4790177.106,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,770.1068378
2926,2926,0.203861597,415285.639,415420.9391,4789890.038,4790016.346,415376.0563,4789930.994,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,203.8615597
2927,2932,0.100528447,418336.5179,418360.2977,4791245.821,4791341.622,418340.3892,4791295.633,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,100.5284487
2928,2931,0.999772491,417700.3584,418336.5179,4790951.95,4791245.821,417910.3202,4790905.125,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7725225
2929,2930,0.99977406,416905.8191,417700.3584,4790611.635,4790951.95,417264.4284,4790885.626,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7739567
2930,2929,0.999772685,416802.7869,416905.8191,4789913.905,4790611.635,416991.9758,4790279.814,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7726829
2931,2928,0.99977355,416092.0779,416802.7869,4790379.233,4789913.905,416412.0888,4790084.13,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7734491
2932,2927,0.999775008,415420.9391,416092.0779,4790016.346,4790379.233,415870.6439,4790200.691,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7750949
2933,2933,0.432929739,393038.1013,392782.7861,4789237.284,4789502.305,392910.0059,4789335.936,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,432.9296842
2934,2934,0.466326899,429341.995,429346.6562,4790440.257,4789982.867,429359.9874,4790212.297,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,466.3268644
2935,2935,0.762407918,429346.6562,428705.2884,4789982.867,4789707.027,429067.8413,4789770.8,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,762.4079033
2936,2936,0.23733209,531944.7149,532136.7431,4793597.114,4793707.74,532037.6544,4793654.562,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,237.332135
2937,2937,0.138593292,532136.7431,532232.6113,4793707.74,4793782.379,532177.3255,4793751.783,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,138.5933176
2938,2938,0.861186944,408091.0428,408321.6528,4789824.802,4790631.778,408206.945,4790228.051,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,861.1869203
2939,2939,0.414917617,408321.6528,408416.1578,4790631.778,4791032.2,408353.0052,4790834.199,Coos,222.8,51,Mid-South Coast,384606.3135,155645.2756,Functionally Independent,913529.6745,414.9176254
2940,2940,0.284848615,492495.9806,492524.5784,4792417.904,4792168.438,492458.044,4792286.047,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,284.8485679
2941,2941,0.300004385,398763.8306,399002.8503,4789607.242,4789434.614,398882.1577,4789519.941,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,300.0043377
2942,2943,0.719542465,399487.9636,399687.0432,4788736.792,4788129.209,399684.4998,4788454.315,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,719.5423809
2943,2942,0.99980916,399002.8503,399487.9636,4789434.614,4788736.792,399177.1906,4789064.731,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.8090936
2944,2944,0.280238987,455097.119,454988.6379,4791442.302,4791690.771,455057.3152,4791569.251,Middle Umpqua,0,47,Umpqua,514353.0313,208152.1194,Potentially Independent,929318.2118,280.2389941
2945,2949,0.917491885,452736.3232,452936.4075,4794148.323,4794885.052,452731.6792,4794590.39,Middle Umpqua,0,47,Umpqua,514353.0313,208152.1194,Potentially Independent,929318.2118,917.4918506
2946,2948,0.999725912,453619.2083,452736.3232,4793859.647,4794148.323,453179.3569,4793994.653,Middle Umpqua,0,47,Umpqua,514353.0313,208152.1194,Potentially Independent,929318.2118,999.7259073
2947,2947,0.99972407,454308.3108,453619.2083,4793315.221,4793859.647,454048.5172,4793755.061,Middle Umpqua,0,47,Umpqua,514353.0313,208152.1194,Potentially Independent,929318.2118,999.7239851
2948,2946,0.999721591,454436.4193,454308.3108,4792393.872,4793315.221,454448.1476,4792846.424,Middle Umpqua,0,47,Umpqua,514353.0313,208152.1194,Potentially Independent,929318.2118,999.7215363
2949,2945,0.999719061,454988.6379,454436.4193,4791690.771,4792393.872,454695.6177,4791984.51,Middle Umpqua,0,47,Umpqua,514353.0313,208152.1194,Potentially Independent,929318.2118,999.7190971
2950,2950,0.082234068,525746.7184,525672.8184,4793689.889,4793657.839,525710.434,4793671.016,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,82.23408548
2951,2951,0.707408376,525672.8184,524986.3119,4793657.839,4793504.405,525331.1395,4793558.337,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,707.4083697
2952,2952,0.292297859,525746.7184,525924.9351,4793689.889,4793893.343,525825.0398,4793808.953,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,292.2979066
2953,2953,0.558872925,525924.9351,525875.6311,4793893.343,4794430.434,525943.9637,4794171.453,North Umpqua,0,48,Umpqua,879208.2146,355804.3642,Potentially Independent,1443656.932,558.8728903
2954,2954,0.440837664,458325.3193,458482.6246,4791753.01,4791393.907,458363.0575,4791523.409,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,440.8376365
2955,2957,0.693318036,458995.1418,459313.5843,4789946.516,4789450.693,459181.4241,4789741.769,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,693.318095
2956,2956,0.999710138,458890.1964,458995.1418,4790804.532,4789946.516,458825.0954,4790380.655,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.7101188
2957,2955,0.999712442,458482.6246,458890.1964,4791393.907,4790804.532,458832.386,4791235.251,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.7124688
2958,2958,0.306406036,424312.9818,424156.145,4790761.582,4790511.592,424229.046,4790639.053,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,306.4059961
2959,2960,0.763621098,423867.8781,423972.7795,4789620.754,4788928.037,423810.4885,4789253.569,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,763.6211609
2960,2959,0.999758808,424156.145,423867.8781,4790511.592,4789620.754,424077.3864,4790084.063,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.7588118
2961,2961,0.236136596,424312.9818,424531.0448,4790761.582,4790742.481,424423.0973,4790737.316,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,236.1366067
