TARGET_FID,ORIG_SEQ,len_km,StartXUTM,EndXUTM,StartYUTM,EndYUTM,MidXUTM,MidYUTM,POPULATION,SPAWNMILES,NTOSORDER,STRATA,ACRES,HECTARES,TYPE,Shape_Leng,Shape_Length
7741,7741,0.838578781,415333.9362,415995.1864,4888137.339,4888604.389,415632.4936,4888421.532,Cape,9,39,Mid-Coast,7341.56917,2971.039519,Dependent,84948.43564,838.5787132
7742,7742,0.007222423,415995.1864,416002.2597,4888604.389,4888605.85,415998.7231,4888605.119,Cape,9,39,Mid-Coast,7341.56917,2971.039519,Dependent,84948.43564,7.222488564
7743,7743,0.506523108,458657.5609,459134.337,4889521.158,4889410.259,458895.9361,4889467.149,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,506.5232217
7744,7744,0.486111518,458657.5609,458742.0654,4889521.158,4889977.522,458695.6881,4889751.772,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,486.1115287
7745,7745,0.420158768,458742.0654,458684.5609,4889977.522,4890370.158,458719.623,4890175.402,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,420.1588304
7746,7746,0.579717438,433507.9269,433165.5903,4888907.994,4888481.124,433366.1316,4888647.55,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,579.7173659
7747,7747,0.245464822,433165.5903,432982.777,4888481.124,4888319.498,433066.7746,4888408.822,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,245.4648346
7748,7748,0.754424867,433507.9269,434223.2082,4888907.994,4889009.496,433858.025,4889045.462,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,754.4249201
7749,7749,0.39617471,434223.2082,434615.435,4889009.496,4888998.48,434420.4283,4888988.032,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,396.1747043
7750,7750,0.471461281,434615.435,435016.4931,4888998.48,4888795.469,434783.3257,4888854.594,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,471.4612733
7751,7751,0.132252053,434615.435,434676.7715,4888998.48,4889114.679,434646.14,4889056.566,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,132.2520685
7752,7752,0.558276275,434676.7715,434835.8809,4889114.679,4889625.679,434808.7975,4889360.138,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,558.2762654
7753,7753,0.441606317,442654.8947,443024.4048,4889285.232,4889142.402,442845.565,4889220.843,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,441.606288
7754,7756,0.352510274,443913.101,443868.6263,4890112.273,4890443.351,443924.3293,4890279.47,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,352.5102147
7755,7755,0.999874642,443403.0469,443913.101,4889728.121,4890112.273,443635.576,4889836.334,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.874634
7756,7754,0.999875446,443024.4048,443403.0469,4889142.402,4889728.121,443290.9396,4889415.437,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8755274
7757,7757,0.647365265,442654.8947,442730.1445,4889285.232,4889746.439,442775.0323,4889503.169,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,647.3653685
7758,7759,0.19345577,442201.9551,442090.0102,4890395.607,4890518.672,442136.0925,4890457.549,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,193.4558292
7759,7758,0.999876592,442730.1445,442201.9551,4889746.439,4890395.607,442474.2023,4890072.832,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8763692
7760,7760,0.806440023,427700.2263,427347.898,4889337.644,4888654.038,427469.7317,4889025.16,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,806.4400031
7761,7761,0.410258793,427347.898,427452.2641,4888654.038,4888264.134,427400.8475,4888460.127,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,410.2589211
7762,7762,0.589620452,451439.5606,451890.602,4890064.159,4890349.175,451666.1709,4890205.096,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,589.6204971
7763,7763,0.873928506,451890.602,452507.5606,4890349.175,4890718.159,452127.245,4890607.694,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,873.9285127
7764,7764,0.125940423,426592.279,426470.0049,4889406.163,4889431.962,426530.9256,4889418.031,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,125.9405279
7765,7765,0.983747244,426470.0049,425865.9599,4889431.962,4890082.2,426156.4921,4889724.087,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,983.7472193
7766,7766,0.016155595,426592.279,426590.9869,4889406.163,4889422.212,426591.1885,4889414.141,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,16.15568523
7767,7767,0.981508727,426590.9869,426644.1384,4889422.212,4890312.525,426732.6333,4889861.685,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,981.508667
7768,7768,0.018393188,424039.4806,424025.1481,4889350.726,4889362.253,424032.3144,4889356.49,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,18.39316241
7769,7769,0.619750408,424025.1481,423625.9334,4889362.253,4889776.739,423858.8528,4889635.638,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,619.7503872
7770,7770,0.380166101,411379.0307,411584.3713,4888966.33,4888666.336,411461.1755,4888804.044,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,380.1661521
7771,7772,0.222831462,412140.8726,412352.891,4888060.06,4888090.471,412247.6878,4888064.842,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,222.8315014
7772,7771,0.999930716,411584.3713,412140.8726,4888666.336,4888060.06,412048.1506,4888425.367,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,999.9305592
7773,7773,0.717204517,411379.0307,412029.3693,4888966.33,4888977.13,411710.3415,4888910.715,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,717.2044986
7774,7774,0.059892064,439916.0461,439881.9936,4889854.394,4889881.772,439897.9349,4889871.749,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,59.89209289
7775,7775,0.6679306,439881.9936,439327.1771,4889881.772,4889855.069,439592.2575,4889875.092,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,667.9306742
7776,7776,0.331949797,439916.0461,440121.2177,4889854.394,4890095.327,440022.7309,4889971.741,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,331.9498946
7777,7777,0.184851735,440121.2177,440144.2736,4890095.327,4890253.825,440150.7098,4890168.968,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,184.851686
7778,7778,0.815029539,439327.1771,438741.7767,4889855.069,4889487.597,439079.6275,4889652.535,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,815.0294622
7779,7780,0.150702416,438044.0501,437932.4527,4889892.143,4889950,437983.5325,4889927.343,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,150.702474
7780,7779,0.999882429,438741.7767,438044.0501,4889487.597,4889892.143,438351.4647,4889627.053,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8825089
7781,7781,0.28183503,439327.1771,439179.4408,4889855.069,4890063.716,439239.4675,4889958.912,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,281.8349587
7782,7782,0.567345208,437932.4527,438072.1269,4889950,4890426.835,438018.7781,4890173.812,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,567.345277
7783,7783,0.965878376,438072.1269,438432.8467,4890426.835,4891150.229,438140.2382,4890833.614,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,965.8784124
7784,7784,0.034004608,437932.4527,437910.1524,4889950,4889955.075,437925.2366,4889960.756,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,34.004547
7785,7786,0.99988476,437275.9712,436777.3885,4890495.146,4891079.622,437078.1467,4890790.055,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8846577
7786,7785,0.999883852,437910.1524,437275.9712,4889955.075,4890495.146,437568.0173,4890171.534,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8838992
7787,7787,0.809987741,436777.3885,436370.965,4891079.622,4891650.927,436538.9976,4891334.022,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,809.9877982
7788,7788,0.189900061,429743.4411,429564.6196,4889769.59,4889814.008,429657.1966,4889800.617,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,189.9001341
7789,7790,0.894583915,428912.065,428349.8068,4890296.313,4890745.13,428623.7471,4890604.627,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,894.5840777
7790,7789,0.999897496,429564.6196,428912.065,4889814.008,4890296.313,429117.9759,4889974.766,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.897387
7791,7791,0.105311799,446291.353,446365.1797,4890302.174,4890289.966,446319.7956,4890302.78,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,105.3118141
7792,7793,0.258326083,447171.3362,447372.2922,4890087.358,4890023.267,447273.325,4890058.573,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,258.3260069
7793,7792,0.999870752,446365.1797,447171.3362,4890289.966,4890087.358,446768.9641,4890144.805,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8710032
7794,7794,0.74154489,446291.353,446718.6401,4890302.174,4890739.768,446477.9488,4890598.386,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,741.5447247
7795,7795,0.30688319,446718.6401,446984.7772,4890739.768,4890764.38,446861.3199,4890784.048,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,306.8831778
7796,7796,0.692985342,449162.348,449721.2428,4890431.554,4890506.449,449416.2732,4890596.943,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,692.9854015
7797,7797,0.01540822,449721.2428,449736.6502,4890506.449,4890506.549,449728.9462,4890506.522,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,15.40814641
7798,7798,0.984450354,457286.5609,457145.391,4890724.158,4889817.06,457218.7786,4890275.119,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,984.4503033
7799,7799,0.847276025,457145.391,456542.5608,4889817.06,4889326.158,456865.3704,4889463.93,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,847.2759927
7800,7800,0.152583232,453380.3244,453531.7164,4890655.16,4890653.829,453455.9772,4890656.124,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,152.583196
7801,7801,0.425073663,453531.7164,453923.7773,4890653.829,4890627.635,453735.5936,4890588.733,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,425.0736871
7802,7802,0.574798644,440144.2736,440501.5798,4890253.825,4890575.734,440287.9422,4890422.513,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,574.798637
7803,7803,0.999879147,440501.5798,441152.3397,4890575.734,4891184.461,440799.8746,4890902.326,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8791024
7804,7804,0.835841568,441152.3397,441756.5671,4891184.461,4891540.849,441435.1196,4891398.342,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,835.8415015
7805,7805,0.164037172,440144.2736,440032.9606,4890253.825,4890363.521,440082.1746,4890301.721,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,164.0372637
7806,7806,0.999880288,440032.9606,440111.8944,4890363.521,4891178.711,439954.5851,4890804.127,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8802827
7807,7808,0.984977963,440260.8595,439811.7603,4891934.131,4892415.176,440000.6027,4892125.493,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,984.9779703
7808,7807,0.99988014,440111.8944,440260.8595,4891178.711,4891934.131,440297.9573,4891572.788,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8800939
7809,7809,0.014903131,423625.9334,423612.1752,4889776.739,4889771.011,423619.0543,4889773.875,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,14.90314663
7810,7810,0.165830382,423612.1752,423474.6164,4889771.011,4889681.246,423539.0002,4889730.724,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,165.8303282
7811,7811,0.834077496,423625.9334,423039.6888,4889776.739,4890241.015,423374.3255,4890111.528,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,834.0774947
7812,7812,0.402566178,423039.6888,422699.3637,4890241.015,4890096.268,422864.128,4890192.201,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,402.5661904
7813,7813,0.597322241,443868.6263,444303.2445,4890443.351,4890701.129,444132.1409,4890555.818,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,597.3223441
7814,7815,0.233518451,445050.1548,445256.2395,4891002.461,4891010.162,445151.2846,4891007.179,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,233.5185698
7815,7814,0.999873775,444303.2445,445050.1548,4890701.129,4891002.461,444675.2972,4890943.752,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8736104
7816,7816,0.766356014,443868.6263,443626.4521,4890443.351,4891055.856,443786.5256,4890773.017,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,766.3560696
7817,7817,0.206038831,443626.4521,443752.6973,4891055.856,4891210.76,443684.2905,4891137.095,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,206.0387807
7818,7818,0.308817912,452507.5606,452762.5606,4890718.159,4890748.159,452624.6472,4890710.426,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,308.8178211
7819,7819,0.485009443,452507.5606,452273.5454,4890718.159,4891037.747,452306.312,4890872.341,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,485.0095629
7820,7820,0.266936178,452273.5454,452099.8519,4891037.747,4891193.993,452185.1438,4891090.185,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,266.9361995
7821,7821,0.511748128,452762.5606,453207.6849,4890748.159,4890581.84,452965.0883,4890644.7,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,511.7481944
7822,7822,0.221179321,452762.5606,452668.1372,4890748.159,4890911.568,452703.1076,4890819.635,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,221.179325
7823,7823,0.706133278,452668.1372,452625.3315,4890911.568,4891461.435,452697.3509,4891160.072,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,706.1331872
7824,7824,0.293742145,425865.9599,425956.5261,4890082.2,4890354.744,425899.4171,4890222.725,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,293.7421054
7825,7825,0.311245052,425956.5261,425970.0838,4890354.744,4890662.675,425964.6585,4890508.205,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,311.245045
7826,7826,0.688658713,425865.9599,425366.0286,4890082.2,4890495.894,425556.8882,4890261.612,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,688.6587216
7827,7829,0.087936201,424768.027,424695.1655,4892141.231,4892189.73,424732.4604,4892167.149,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,87.93615416
7828,7828,0.999905422,425303.819,424768.027,4891343.685,4892141.231,424982.2781,4891715.441,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.9054154
7829,7827,0.999904526,425366.0286,425303.819,4890495.894,4891343.685,425401.0415,4890888.851,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.904465
7830,7830,0.911993878,411057.9774,411348.5313,4889854.372,4889125.815,411332.6525,4889567.24,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,911.9939354
7831,7831,0.170714469,411348.5313,411379.0307,4889125.815,4888966.33,411372.5712,4889043.536,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,170.7144926
7832,7832,0.829218595,411057.9774,411005.1179,4889854.372,4890624.595,410999.5904,4890234.88,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,829.2185111
7833,7833,0.232001965,411005.1179,410992.5472,4890624.595,4890843.887,411009.9183,4890733.077,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,232.0018995
7834,7834,0.459477221,411465.5362,411057.9774,4889940.383,4889854.372,411292.1008,4889819.64,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,459.4772559
7835,7835,0.262749556,411465.5362,411593.7342,4889940.383,4890164.87,411516.956,4890059.103,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,262.7495092
7836,7836,0.045702431,427962.8055,428001.713,4890466.641,4890490.339,427981.9488,4890478.972,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,45.70246828
7837,7837,0.445143485,428001.713,428349.8068,4890490.339,4890745.13,428176.0515,4890616.84,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,445.1435161
7838,7838,0.5547347,454946.674,455114.0202,4891318.111,4891567.176,455042.8441,4891489.843,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,554.7346733
7839,7842,0.412016316,456029.0516,456176.5608,4892559.095,4892779.158,456114.1264,4892685.734,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,412.0162199
7840,7841,0.999860587,455517.0357,456029.0516,4892434.519,4892559.095,455729.6647,4892480.81,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8606327
7841,7840,0.999860821,455545.5148,455517.0357,4891789.411,4892434.519,455359.7321,4892143.434,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8608073
7842,7839,0.999860625,455114.0202,455545.5148,4891567.176,4891789.411,455380.6882,4891672.012,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8606361
7843,7843,0.274200626,411721.1057,411465.5362,4890019.873,4889940.383,411594.3478,4889970.285,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,274.2006142
7844,7844,0.313685299,411911.4895,411602.5916,4890157.873,4890167.111,411758.4302,4890180.558,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,313.6853326
7845,7845,0.009136584,411602.5916,411593.7342,4890167.111,4890164.87,411598.1629,4890165.991,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,9.136572686
7846,7846,0.223138438,411593.7342,411708.8543,4890164.87,4890351.883,411652.875,4890256.883,China,3,38,Mid-Coast,2127.897714,861.1330976,Dependent,45917.87526,223.1384346
7847,7847,0.767613022,443752.6973,444035.9989,4891210.76,4891833.776,443946.7349,4891498.123,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,767.6130468
7848,7848,0.08591371,444035.9989,443996.2783,4891833.776,4891907.662,444015.0664,4891870.14,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,85.91366136
7849,7849,0.913961748,443752.6973,443125.6072,4891210.76,4891692.42,443445.5192,4891536.118,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,913.9618651
7850,7851,0.783285075,442418.0496,441975.7039,4891982.428,4892480.281,442243.6946,4892288.315,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,783.2851175
7851,7850,0.999876602,443125.6072,442418.0496,4891692.42,4891982.428,442820.6056,4891796.486,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8766197
7852,7852,0.21659707,428349.8068,428182.1152,4890745.13,4890844.866,428269.2959,4890812.28,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,216.5970045
7853,7858,0.0137081,424552.1172,424548.7986,4893226.943,4893240.243,424550.4579,4893233.593,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,13.70816348
7854,7857,0.999905972,425201.593,424552.1172,4892626.447,4893226.943,424811.8599,4892819.23,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.9058687
7855,7856,0.999904417,425947.7887,425201.593,4892086.003,4892626.447,425586.9821,4892368.175,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.9044505
7856,7855,0.999902991,426793.5607,425947.7887,4891954.33,4892086.003,426403.2019,4891909.68,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.9028974
7857,7854,0.999901422,427417.7374,426793.5607,4891323.098,4891954.33,427139.748,4891709.179,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.9016045
7858,7853,0.999900318,428182.1152,427417.7374,4890844.866,4891323.098,427800.1244,4891084.366,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.9001937
7859,7859,0.986207454,419154.3824,419760.5291,4890544.334,4889802.312,419415.069,4890141.583,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,986.2075099
7860,7860,0.852626344,419760.5291,420514.4417,4889802.312,4889462.309,420130.5076,4889604.698,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,852.6263508
7861,7861,0.147288141,419154.3824,419266.6887,4890544.334,4890634.19,419208.5723,4890590.774,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,147.2881876
7862,7862,0.604403928,419266.6887,419731.5916,4890634.19,4890888.833,419509.2418,4890822.621,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,604.4039202
7863,7863,0.395512209,419154.3824,418788.933,4890544.334,4890429.836,418971.2239,4890488.657,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,395.5122575
7864,7867,0.289754673,416226.5301,416028.5453,4890719.028,4890827.356,416133.4101,4890760.719,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,289.7547659
7865,7866,0.99992134,417077.8863,416226.5301,4890531.435,4890719.028,416595.5529,4890470.02,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,999.9213427
7866,7865,0.999919655,417929.2806,417077.8863,4890429.838,4890531.435,417491.1796,4890605.98,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,999.9195533
7867,7864,0.999917866,418788.933,417929.2806,4890429.836,4890429.838,418380.6093,4890358.744,Big (near Siuslaw),13.3,37,Mid-Coast,10126.78938,4098.182657,Dependent,109173.2526,999.9178507
7868,7868,0.710149091,429947.2623,430043.7798,4890929.102,4890478.72,430061.6112,4890672.576,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,710.1490646
7869,7870,0.059174113,429765.7712,429743.4411,4889824.243,4889769.59,429753.6767,4889797.269,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,59.17410155
7870,7869,0.999896412,430043.7798,429765.7712,4890478.72,4889824.243,429920.9475,4890156.089,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8965196
7871,7871,0.940721871,429947.2623,430550.8129,4890929.102,4891591.78,430282.8158,4891246.477,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,940.721837
7872,7873,0.213082618,431005.2764,430974.9807,4892417.126,4892625.612,431002.2626,4892523.395,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,213.0826375
7873,7872,0.999895148,430550.8129,431005.2764,4891591.78,4892417.126,430910.2784,4891948.564,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8951213
7874,7874,0.786783367,458165.561,457789.8494,4891795.158,4892429.119,457962.5323,4892100.001,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,786.7834799
7875,7877,0.089716375,456265.7168,456176.5608,4892776.158,4892779.158,456221.1388,4892776.158,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,89.7164568
7876,7876,0.999859534,457170.3308,456265.7168,4892917.072,4892776.158,456718.0257,4892923.161,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8595127
7877,7875,0.999858663,457789.8494,457170.3308,4892429.119,4892917.072,457580.9806,4892699.199,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,999.8586825
7878,7878,0.910172222,433021.994,432787.7496,4891253.032,4890447.934,432914.0409,4890836.26,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,910.1722634
7879,7881,0.229860274,433394.5249,433507.9269,4889095.396,4888907.994,433476.6539,4889019.277,Siuslaw,477.2,42,Mid-Coast,496191.1182,200802.2246,Functionally Independent,1203833.65,229.8603325
