"","STRM_ORDER","LifeStage","dens","yr","PopGrp","ID_Num","UTM_E","UTM_N","WidthM","W3Dppt","MWMT_Index","StrmPow","SprPpt","IP_COHO","SolMean","StrmSlope","OUT_DIST","Panel","UTM_E_km","UTM_N_km","fYr","fSTRM_ORDER","est","est_non_rf","est_rf","epsilon_st"
"1",3,"Spwn",52.5,2005,"Necanicum",1790,430395,5095640,-0.573893853215155,-0.210329440772929,0.22920600418375,-0.7730480688822,-0.315282040674729,1.643879319833,-0.303874603057111,0.101862728806942,-1.11790404246504,"once",430.395,5095.64,"2005","3",3.18067993557419,2.65084078105532,0.529839154518873,0.529839154518873
"2",3,"Spwn",157.5,2009,"Necanicum",1790,430395,5095640,-0.573893853215155,-0.780770527278444,0.407445384869393,-0.7730480688822,-0.865578949194691,1.643879319833,-0.303874603057111,0.101862728806942,-1.11790404246504,"once",430.395,5095.64,"2009","3",4.00390316296143,2.62785537143659,1.37604779152484,1.37604779152484
"3",3,"Spwn",117.5,2012,"Necanicum",1790,430395,5095640,-0.573893853215155,-1.06410718319136,-0.547240445088299,-0.7730480688822,0.838455465613781,1.643879319833,-0.303874603057111,0.101862728806942,-1.11790404246504,"once",430.395,5095.64,"2012","3",3.48553558505452,2.67370909245127,0.811826492603246,0.811826492603246
"4",2,"Spwn",0.8041171,1998,"Necanicum",1797,430486,5091933,-0.7251517805218,3.69365029359094,0.108758844151186,-0.011895455998534,3.40277832367194,-0.0730331843787803,-0.303874603057111,-0.0204407527233017,-1.07021790226831,"nine",430.486,5091.933,"1998","2",1.27074336250766,2.15321096508653,-0.882467602578873,-0.882467602578873
"5",2,"Spwn",21.71116,2005,"Necanicum",1797,429655,5092290,-0.7251517805218,1.06883006298283,0.653970221354566,-0.011895455998534,1.00419984381163,-0.0730331843787803,-0.303874603057111,-0.0204407527233017,-1.07021790226831,"nine",429.655,5092.29,"2005","2",2.63036234222502,2.0961778506612,0.534184491563822,0.534184491563822
"6",2,"Spwn",4.824702,2011,"Necanicum",1796,430486,5091933,-0.842459017277205,0.851241075230564,0.543098469340417,-0.011895455998534,1.30332289472511,-0.0730331843787803,-0.137609211785255,-0.0204407527233017,-1.05709594635288,"nine",430.486,5091.933,"2011","2",2.44058106206784,2.11208100218521,0.328500059882636,0.328500059882636
"7",2,"Spwn",0,2012,"Necanicum",1796,430486,5091933,-0.842459017277205,-0.543023944989818,-0.196855526331497,-0.011895455998534,2.31321282109263,-0.0730331843787803,-0.137609211785255,-0.0204407527233017,-1.05709594635288,"nine",430.486,5091.933,"2012","2",2.37914915116577,2.10944933211892,0.269699819046845,0.269699819046845
"8",3,"Spwn",0,2005,"Necanicum",1805,426809,5090828,-0.73934012881187,0.0581245051551946,-1.58023281453668,1.14713300619795,0.224705791284228,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2005","3",3.02489980910795,2.52797646848724,0.496923340620704,0.496923340620704
"9",3,"Spwn",6.756757,2006,"Necanicum",1805,426809,5090828,-0.73934012881187,0.332041724368874,-1.28253470303328,1.14713300619795,-0.28419498034736,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2006","3",1.96801729801787,2.52202048214087,-0.554003184123006,-0.554003184123006
"10",3,"Spwn",1.351351,2007,"Necanicum",1805,426809,5090828,-0.73934012881187,0.0844989279130455,-1.58622957928186,1.14713300619795,0.797378990014121,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2007","3",2.13058503126313,2.4810524354361,-0.350467404172971,-0.350467404172971
"11",3,"Spwn",10.81081,2009,"Necanicum",1805,426809,5090828,-0.73934012881187,-0.621016880859463,-1.37843881265182,1.14713300619795,-0.668587680025114,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2009","3",3.73567238908963,2.52356287606788,1.21210951302175,1.21210951302175
"12",3,"Spwn",8.108108,2010,"Necanicum",1805,426809,5090828,-0.73934012881187,0.911525470105652,-2.08971953583357,1.14713300619795,-0.279000484405769,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2010","3",3.45174684503168,2.73081099139049,0.720935853641196,0.720935853641196
"13",3,"Spwn",2.702703,2011,"Necanicum",1805,426809,5090828,-0.73934012881187,0.284567763404742,-1.55026222870208,1.14713300619795,0.419938923365881,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2011","3",2.79389639524158,2.51701598938099,0.276880405860585,0.276880405860585
"14",3,"Spwn",1.351351,2012,"Necanicum",1805,426809,5090828,-0.73934012881187,-0.864980291369583,-2.12368796483161,1.14713300619795,1.40129907971574,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2012","3",2.40874813783519,2.4938964353269,-0.0851482974917092,-0.0851482974917092
"15",3,"Spwn",0,2013,"Necanicum",1805,426809,5090828,-0.73934012881187,-0.325623345971534,-2.05974894999897,1.14713300619795,1.3793223661167,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2013","3",1.98889327297797,2.51169052435553,-0.522797251377561,-0.522797251377561
"16",3,"Spwn",0,2015,"Necanicum",1805,426809,5090828,-0.73934012881187,-0.142886274006425,-1.79202142433016,1.14713300619795,1.06693337172162,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.809,5090.828,"2015","3",1.81211853047359,2.49019760003698,-0.678079069563396,-0.678079069563396
"17",3,"Spwn",0,2016,"Necanicum",1805,426784,5090809,-0.73934012881187,-0.374416028073558,-1.41440175060117,1.14713300619795,1.11807917791575,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.784,5090.809,"2016","3",2.30642265280004,2.39006522673226,-0.0836425739322175,-0.0836425739322175
"18",3,"Spwn",0,2017,"Necanicum",1805,426784,5090809,-0.73934012881187,0.253483622297275,-1.01120647093911,1.14713300619795,-0.719174078963995,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.784,5090.809,"2017","3",1.94437498234813,2.49588454814692,-0.551509565798789,-0.551509565798789
"19",3,"Spwn",0,2018,"Necanicum",1805,426784,5090809,-0.73934012881187,0.75704670823824,-1.49112415576992,1.14713300619795,-1.1262227724793,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.784,5090.809,"2018","3",2.66443886433077,2.66443886433077,0,0
"20",3,"Spwn",1.388889,2019,"Necanicum",1805,426784,5090809,-0.73934012881187,-0.208426714559684,-2.07933220381728,1.14713300619795,1.65964134172162,-0.0730331843787803,-1.42957965555715,0.867844891796467,-1.05536310741646,"annual",426.784,5090.809,"2019","3",2.49815843551394,2.49815843551394,0,0
