"","STRM_ORDER","LifeStage","dens","yr","PopGrp","ID_Num","UTM_E","UTM_N","WidthM","W3Dppt","MWMT_Index","StrmPow","SprPpt","IP_COHO","SolMean","StrmSlope","OUT_DIST","Panel","UTM_E_km","UTM_N_km","fYr","fSTRM_ORDER","est","est_non_rf","est_rf","epsilon_st"
"4227",5,"Spwn",139.6694,2004,"Coos",5641,427714,4807188,0.0946590647530062,-0.0412662514416152,0.25395339605862,1.17272551047713,-0.058468949262435,-0.163452368702089,-0.511345319642615,-0.815714286015624,-0.243061581061249,"three",427.714,4807.188,"2004","5",4.83529766296472,2.57038148781624,2.26491617514848,2.26491617514848
"4228",5,"Spwn",34.71074,2006,"Coos",5641,428177,4807005,0.0946590647530062,1.04018838133298,0.409500730675528,1.17272551047713,-0.468691668798506,-0.163452368702089,-0.511345319642615,-0.815714286015624,-0.243061581061249,"three",428.177,4807.005,"2006","5",3.88169356053867,2.5820667726248,1.29962678791387,1.29962678791387
"4229",5,"Spwn",0.8264462,2007,"Coos",5641,427714,4807188,0.0946590647530062,-0.240986655420897,0.240522345585765,1.17272551047713,1.29532145000947,-0.163452368702089,-0.511345319642615,-0.815714286015624,-0.243061581061249,"three",427.714,4807.188,"2007","5",1.51852905928562,2.51376126569486,-0.995232206409241,-0.995232206409241
"4230",5,"Spwn",118.1818,2010,"Coos",5641,427714,4807188,0.0946590647530062,-0.542752594068947,-0.2652939225664,1.17272551047713,0.0150876819765172,-0.163452368702089,-0.511345319642615,-0.815714286015624,-0.243061581061249,"three",427.714,4807.188,"2010","5",4.78616609666863,2.66240171938964,2.12376437727898,2.12376437727898
"4231",5,"Spwn",13.22314,2013,"Coos",5641,427714,4807188,0.0946590647530062,-0.435576278327449,-0.471697760203676,1.17272551047713,0.275505077180945,-0.163452368702089,-0.511345319642615,-0.815714286015624,-0.243061581061249,"three",427.714,4807.188,"2013","5",3.00213239082685,2.6974948053834,0.304637585443452,0.304637585443452
"4232",5,"Spwn",4.132231,2016,"Coos",5641,427714,4807188,0.0946590647530062,-0.859720847006572,0.506478289271751,1.17272551047713,0.175423718853673,-0.163452368702089,-0.511345319642615,-0.815714286015624,-0.243061581061249,"three",427.714,4807.188,"2016","5",1.81214437579598,2.48780169391603,-0.675657318120048,-0.675657318120048
"4233",5,"Spwn",17.2043,1998,"Coos",5638,429106,4807755,0.0241131700221491,0.261259802920914,0.557167399731289,0.267627434198953,1.68844165894531,0.00976148591567735,-0.448327172592499,-0.476427202545163,-0.217879589438071,"annual",429.106,4807.755,"1998","5",1.87945631719727,2.42298669996713,-0.543530382769858,-0.543530382769858
"4234",5,"Spwn",11.82796,1999,"Coos",5638,429106,4807755,0.0241131700221491,0.238361317022242,-0.180139564845592,0.267627434198953,-0.00190397901797062,0.00976148591567735,-0.448327172592499,-0.476427202545163,-0.217879589438071,"annual",429.106,4807.755,"1999","5",1.92070123837675,2.64319844205193,-0.72249720367518,-0.72249720367518
"4235",5,"Spwn",25.80645,2000,"Coos",5638,429106,4807755,0.0241131700221491,-0.289634061147535,0.20216742381891,0.267627434198953,0.489999064292162,0.00976148591567735,-0.448327172592499,-0.476427202545163,-0.217879589438071,"annual",429.106,4807.755,"2000","5",2.5967659869013,2.53072413432753,0.0660418525737698,0.0660418525737698
"4236",5,"Spwn",210.7527,2001,"Coos",5638,429106,4807755,0.0241131700221491,0.304586398646201,-0.623888433469217,0.267627434198953,1.24765611954031,0.00976148591567735,-0.448327172592499,-0.476427202545163,-0.217879589438071,"annual",429.106,4807.755,"2001","5",4.94548058312468,2.68679322306279,2.25868736006189,2.25868736006189
"4237",5,"Spwn",90.32258,2002,"Coos",5638,429106,4807755,0.0241131700221491,-0.438996799042603,-0.687607733269098,0.267627434198953,-0.115714852799316,0.00976148591567735,-0.448327172592499,-0.476427202545163,-0.217879589438071,"annual",429.106,4807.755,"2002","5",5.10832278648805,2.73582353455459,2.37249925193346,2.37249925193346
"4238",5,"Spwn",307.5269,2003,"Coos",5638,429106,4807755,0.0241131700221491,-0.836157259857732,-0.530589106143847,0.267627434198953,0.846143011883988,0.00976148591567735,-0.448327172592499,-0.476427202545163,-0.217879589438071,"annual",429.106,4807.755,"2003","5",4.98753574620418,2.65455239364477,2.33298335255941,2.33298335255941
