"","yr","UTM_E_km","UTM_N_km","est"
"34321",2080,450.6,4883.1,2.410179
"34322",2080,451.6,4883.1,3.424779
"34323",2080,452.6,4883.1,3.292851
"34324",2080,453.6,4883.1,3.255766
"34325",2080,454.6,4883.1,3.233138
"34326",2080,455.6,4883.1,2.967466
"34327",2080,456.6,4883.1,2.930381
"34328",2080,457.6,4883.1,2.893296
"34329",2080,458.6,4883.1,2.856211
"34330",2080,459.6,4883.1,2.819126
"34331",2080,460.6,4883.1,2.742151
"34332",2080,461.6,4883.1,2.732158
"34333",2080,462.6,4883.1,2.723987
"34334",2080,463.6,4883.1,2.509279
"34335",2080,464.6,4883.1,2.499286
"34336",2080,465.6,4883.1,2.489292
"34337",2080,466.6,4883.1,2.479299
"34338",2080,467.6,4883.1,2.469306
"34339",2080,468.6,4883.1,2.459313
"34340",2080,469.6,4883.1,2.44932
"34341",2080,470.6,4883.1,2.439326
"34342",2080,471.6,4883.1,2.429333
"34343",2080,472.6,4883.1,2.41934
"34344",2080,473.6,4883.1,2.409347
"34345",2080,474.6,4883.1,2.111838
"34346",2080,475.6,4883.1,2.101845
"34347",2080,476.6,4883.1,2.091852
"34348",2080,477.6,4883.1,2.081859
"34349",2080,478.6,4883.1,2.071865
"34350",2080,479.6,4883.1,3.025833
"34351",2080,480.6,4883.1,3.006887
"34352",2080,481.6,4883.1,2.996894
"34353",2080,482.6,4883.1,2.9869
"34354",2080,483.6,4883.1,2.989058
"34355",2080,484.6,4883.1,3.011065
"34356",2080,485.6,4883.1,3.031225
"34357",2080,486.6,4883.1,3.047846
"34358",2080,487.6,4883.1,3.059546
"34359",2080,488.6,4883.1,3.055945
"34360",2080,489.6,4883.1,2.429559
"34361",2080,490.6,4883.1,2.425958
"34362",2080,491.6,4883.1,2.422357
"34363",2080,492.6,4883.1,2.418757
"34364",2080,493.6,4883.1,2.415156
"34365",2080,494.6,4883.1,2.389791
"34366",2080,495.6,4883.1,2.38619
"34367",2080,496.6,4883.1,2.648078
"34368",2080,497.6,4883.1,2.644477
"34369",2080,498.6,4883.1,2.640877
"34370",2080,499.6,4883.1,2.637276
"34371",2080,500.6,4883.1,2.633675
"34372",2080,501.6,4883.1,2.630075
"34373",2080,502.6,4883.1,2.626474
"34374",2080,503.6,4883.1,2.622873
"34375",2080,504.6,4883.1,2.619273
"34376",2080,505.6,4883.1,2.615672
"34377",2080,506.6,4883.1,2.612071
"34378",2080,507.6,4883.1,2.608471
"34379",2080,508.6,4883.1,2.60487
"34380",2080,509.6,4883.1,2.601269
"34381",2080,510.6,4883.1,2.597669
"34382",2080,511.6,4883.1,2.594068
"34383",2080,512.6,4883.1,2.590467
"34384",2080,513.6,4883.1,2.586867
"34385",2080,514.6,4883.1,2.583266
"34386",2080,515.6,4883.1,2.579665
"34387",2080,516.6,4883.1,2.576065
"34388",2080,517.6,4883.1,2.572464
"34389",2080,518.6,4883.1,2.569571
"34390",2080,519.6,4883.1,2.566835
"34391",2080,520.6,4883.1,2.5641
"34392",2080,521.6,4883.1,2.561365
"34393",2080,522.6,4883.1,2.55863
"34394",2080,523.6,4883.1,2.555894
"34395",2080,524.6,4883.1,2.553159
"34396",2080,525.6,4883.1,2.550424
"34397",2080,526.6,4883.1,2.547689
"34398",2080,527.6,4883.1,2.544954
"34399",2080,528.6,4883.1,2.542218
"34400",2080,529.6,4883.1,2.539483
"34401",2080,530.6,4883.1,2.536748
"34402",2080,531.6,4883.1,2.535691
"34403",2080,532.6,4883.1,2.53533
"34404",2080,533.6,4883.1,2.534853
"34405",2080,534.6,4883.1,2.534376
"34406",2080,535.6,4883.1,2.533899
"34407",2080,536.6,4883.1,2.533423
"34408",2080,537.6,4883.1,2.532946
"34409",2080,538.6,4883.1,2.532469
"34410",2080,539.6,4883.1,2.530226
"34411",2080,540.6,4883.1,2.529749
"34412",2080,541.6,4883.1,2.529272
"34413",2080,542.6,4883.1,2.528795
"34414",2080,543.6,4883.1,2.528318
"34415",2080,373.6,4884.1,2.234811
"34416",2080,374.6,4884.1,2.228496
"34417",2080,375.6,4884.1,2.221034
"34418",2080,376.6,4884.1,2.2133
"34419",2080,377.6,4884.1,2.205566
"34420",2080,378.6,4884.1,2.197831
"34421",2080,379.6,4884.1,2.190097
"34422",2080,380.6,4884.1,2.182363
"34423",2080,381.6,4884.1,2.174629
"34424",2080,382.6,4884.1,2.166894
"34425",2080,383.6,4884.1,2.15916
"34426",2080,384.6,4884.1,2.151426
"34427",2080,385.6,4884.1,2.143692
"34428",2080,386.6,4884.1,2.135957
"34429",2080,387.6,4884.1,2.128223
"34430",2080,388.6,4884.1,2.120489
"34431",2080,389.6,4884.1,2.112755
"34432",2080,390.6,4884.1,2.10502
"34433",2080,391.6,4884.1,2.097286
"34434",2080,392.6,4884.1,2.089552
"34435",2080,393.6,4884.1,2.081818
"34436",2080,394.6,4884.1,2.074083
"34437",2080,395.6,4884.1,2.066349
"34438",2080,396.6,4884.1,2.058615
"34439",2080,397.6,4884.1,2.050881
"34440",2080,398.6,4884.1,2.04171
"34441",2080,399.6,4884.1,2.03142
"34442",2080,400.6,4884.1,2.021129
"34443",2080,401.6,4884.1,2.010839
"34444",2080,402.6,4884.1,2.000549
"34445",2080,403.6,4884.1,1.990259
"34446",2080,404.6,4884.1,1.979968
"34447",2080,405.6,4884.1,1.969678
"34448",2080,406.6,4884.1,1.959388
"34449",2080,407.6,4884.1,1.949097
"34450",2080,408.6,4884.1,1.938807
"34451",2080,409.6,4884.1,1.928517
"34452",2080,410.6,4884.1,1.947473
"34453",2080,411.6,4884.1,1.969123
"34454",2080,412.6,4884.1,1.940428
"34455",2080,413.6,4884.1,1.974046
"34456",2080,414.6,4884.1,2.243867
"34457",2080,415.6,4884.1,2.359765
"34458",2080,416.6,4884.1,2.50573
"34459",2080,417.6,4884.1,2.621628
"34460",2080,418.6,4884.1,2.874346
"34461",2080,419.6,4884.1,2.990244
"34462",2080,420.6,4884.1,3.098724
"34463",2080,421.6,4884.1,3.327013
"34464",2080,422.6,4884.1,3.23919
"34465",2080,423.6,4884.1,3.309608
"34466",2080,424.6,4884.1,3.34605
"34467",2080,425.6,4884.1,3.407204
"34468",2080,426.6,4884.1,3.443647
"34469",2080,427.6,4884.1,3.485838
"34470",2080,428.6,4884.1,3.50908
"34471",2080,429.6,4884.1,3.414613
"34472",2080,430.6,4884.1,3.450735
"34473",2080,431.6,4884.1,3.511894
"34474",2080,432.6,4884.1,3.554535
"34475",2080,433.6,4884.1,3.454904
"34476",2080,434.6,4884.1,3.497544
"34477",2080,435.6,4884.1,3.549414
"34478",2080,436.6,4884.1,3.592054
"34479",2080,437.6,4884.1,3.749796
"34480",2080,438.6,4884.1,3.735563
"34481",2080,439.6,4884.1,3.820176
"34482",2080,440.6,4884.1,3.798528
"34483",2080,441.6,4884.1,2.943106
"34484",2080,442.6,4884.1,3.231889
"34485",2080,443.6,4884.1,3.183022
"34486",2080,444.6,4884.1,3.161375
"34487",2080,445.6,4884.1,3.139727
"34488",2080,446.6,4884.1,3.696121
"34489",2080,447.6,4884.1,3.674474
"34490",2080,448.6,4884.1,3.652826
"34491",2080,449.6,4884.1,3.673709
"34492",2080,450.6,4884.1,3.590415
"34493",2080,451.6,4884.1,3.507121
"34494",2080,452.6,4884.1,3.397709
"34495",2080,453.6,4884.1,3.347089
"34496",2080,454.6,4884.1,3.034105
"34497",2080,455.6,4884.1,2.99702
"34498",2080,456.6,4884.1,2.959935
"34499",2080,457.6,4884.1,2.92285
"34500",2080,458.6,4884.1,2.885764
"34501",2080,459.6,4884.1,2.789633
"34502",2080,460.6,4884.1,2.77964
"34503",2080,461.6,4884.1,2.771469
"34504",2080,462.6,4884.1,2.761476
"34505",2080,463.6,4884.1,2.751483
"34506",2080,464.6,4884.1,2.74149
"34507",2080,465.6,4884.1,2.731496
"34508",2080,466.6,4884.1,2.721503
"34509",2080,467.6,4884.1,2.71151
"34510",2080,468.6,4884.1,2.076568
"34511",2080,469.6,4884.1,2.066575
"34512",2080,470.6,4884.1,2.056582
"34513",2080,471.6,4884.1,2.466822
"34514",2080,472.6,4884.1,2.456829
"34515",2080,473.6,4884.1,2.446836
"34516",2080,474.6,4884.1,2.436843
"34517",2080,475.6,4884.1,2.145545
"34518",2080,476.6,4884.1,2.135552
"34519",2080,477.6,4884.1,2.125559
"34520",2080,478.6,4884.1,2.115566
"34521",2080,479.6,4884.1,2.105573
"34522",2080,480.6,4884.1,3.05954
"34523",2080,481.6,4884.1,3.034383
"34524",2080,482.6,4884.1,3.024389
"34525",2080,483.6,4884.1,3.014396
"34526",2080,484.6,4884.1,3.004403
"34527",2080,485.6,4884.1,3.019587
"34528",2080,486.6,4884.1,3.038266
"34529",2080,487.6,4884.1,3.04654
"34530",2080,488.6,4884.1,3.042939
"34531",2080,489.6,4884.1,3.039339
"34532",2080,490.6,4884.1,2.412952
"34533",2080,491.6,4884.1,2.409351
"34534",2080,492.6,4884.1,2.405751
"34535",2080,493.6,4884.1,2.40215
"34536",2080,494.6,4884.1,2.398549
"34537",2080,495.6,4884.1,2.373184
"34538",2080,496.6,4884.1,2.369583
"34539",2080,497.6,4884.1,2.631471
"34540",2080,498.6,4884.1,2.627871
"34541",2080,499.6,4884.1,2.62427
"34542",2080,500.6,4884.1,2.620669
"34543",2080,501.6,4884.1,2.617069
"34544",2080,502.6,4884.1,2.613468
"34545",2080,503.6,4884.1,2.609867
"34546",2080,504.6,4884.1,2.606267
"34547",2080,505.6,4884.1,2.603488
"34548",2080,506.6,4884.1,2.600753
"34549",2080,507.6,4884.1,2.598018
"34550",2080,508.6,4884.1,2.595283
"34551",2080,509.6,4884.1,2.592547
"34552",2080,510.6,4884.1,2.589812
"34553",2080,511.6,4884.1,2.587077
"34554",2080,512.6,4884.1,2.584342
"34555",2080,513.6,4884.1,2.581607
"34556",2080,514.6,4884.1,2.578871
"34557",2080,515.6,4884.1,2.576136
"34558",2080,516.6,4884.1,2.573401
"34559",2080,517.6,4884.1,2.570666
"34560",2080,518.6,4884.1,2.56793
"34561",2080,519.6,4884.1,2.565195
"34562",2080,520.6,4884.1,2.56246
"34563",2080,521.6,4884.1,2.559725
"34564",2080,522.6,4884.1,2.55699
"34565",2080,523.6,4884.1,2.554254
"34566",2080,524.6,4884.1,2.551519
"34567",2080,525.6,4884.1,2.548784
"34568",2080,526.6,4884.1,2.546049
"34569",2080,527.6,4884.1,2.543313
"34570",2080,528.6,4884.1,2.540578
"34571",2080,529.6,4884.1,2.537843
"34572",2080,530.6,4884.1,2.535859
"34573",2080,531.6,4884.1,2.535648
"34574",2080,532.6,4884.1,2.535397
"34575",2080,533.6,4884.1,2.53492
"34576",2080,534.6,4884.1,2.534443
"34577",2080,535.6,4884.1,2.533966
"34578",2080,536.6,4884.1,2.533489
"34579",2080,537.6,4884.1,2.533013
"34580",2080,538.6,4884.1,2.532536
"34581",2080,539.6,4884.1,2.532059
"34582",2080,540.6,4884.1,2.531582
"34583",2080,541.6,4884.1,2.529339
"34584",2080,542.6,4884.1,2.528862
"34585",2080,543.6,4884.1,2.528385
"34586",2080,373.6,4885.1,2.522803
"34587",2080,374.6,4885.1,2.515068
"34588",2080,375.6,4885.1,2.507334
"34589",2080,376.6,4885.1,2.4996
"34590",2080,377.6,4885.1,2.491866
"34591",2080,378.6,4885.1,2.484131
"34592",2080,379.6,4885.1,2.476397
"34593",2080,380.6,4885.1,2.468663
"34594",2080,381.6,4885.1,2.460929
"34595",2080,382.6,4885.1,2.453194
"34596",2080,383.6,4885.1,2.44546
"34597",2080,384.6,4885.1,2.437726
"34598",2080,385.6,4885.1,2.429992
"34599",2080,386.6,4885.1,2.422257
"34600",2080,387.6,4885.1,2.414523
"34601",2080,388.6,4885.1,2.110596
"34602",2080,389.6,4885.1,2.102862
"34603",2080,390.6,4885.1,2.095127
"34604",2080,391.6,4885.1,2.087393
"34605",2080,392.6,4885.1,2.079659
"34606",2080,393.6,4885.1,2.071925
"34607",2080,394.6,4885.1,2.06419
"34608",2080,395.6,4885.1,2.056456
"34609",2080,396.6,4885.1,2.048722
"34610",2080,397.6,4885.1,2.040988
"34611",2080,398.6,4885.1,2.030763
"34612",2080,399.6,4885.1,2.020473
"34613",2080,400.6,4885.1,2.010182
"34614",2080,401.6,4885.1,1.999892
"34615",2080,402.6,4885.1,1.989602
"34616",2080,403.6,4885.1,1.979311
"34617",2080,404.6,4885.1,1.969021
"34618",2080,405.6,4885.1,1.958731
"34619",2080,406.6,4885.1,1.94844
"34620",2080,407.6,4885.1,1.93815
"34621",2080,408.6,4885.1,1.92786
"34622",2080,409.6,4885.1,1.91757
"34623",2080,410.6,4885.1,1.910347
"34624",2080,411.6,4885.1,1.931997
"34625",2080,412.6,4885.1,1.903302
"34626",2080,413.6,4885.1,1.946962
"34627",2080,414.6,4885.1,2.221543
"34628",2080,415.6,4885.1,2.376476
"34629",2080,416.6,4885.1,2.492375
"34630",2080,417.6,4885.1,2.638339
"34631",2080,418.6,4885.1,2.585449
"34632",2080,419.6,4885.1,2.701348
"34633",2080,420.6,4885.1,2.817246
"34634",2080,421.6,4885.1,2.880255
"34635",2080,422.6,4885.1,3.289887
"34636",2080,423.6,4885.1,3.284896
"34637",2080,424.6,4885.1,3.329404
"34638",2080,425.6,4885.1,3.365847
"34639",2080,426.6,4885.1,3.400019
"34640",2080,427.6,4885.1,3.195747
"34641",2080,428.6,4885.1,3.248119
"34642",2080,429.6,4885.1,3.271362
"34643",2080,430.6,4885.1,3.500768
"34644",2080,431.6,4885.1,3.543408
"34645",2080,432.6,4885.1,3.586048
"34646",2080,433.6,4885.1,3.486418
"34647",2080,434.6,4885.1,3.529058
"34648",2080,435.6,4885.1,3.580928
"34649",2080,436.6,4885.1,3.749459
"34650",2080,437.6,4885.1,3.792099
"34651",2080,438.6,4885.1,3.824546
"34652",2080,439.6,4885.1,3.923263
"34653",2080,440.6,4885.1,3.901615
"34654",2080,441.6,4885.1,3.086175
"34655",2080,442.6,4885.1,3.307757
"34656",2080,443.6,4885.1,3.28611
"34657",2080,444.6,4885.1,3.264462
"34658",2080,445.6,4885.1,2.673265
"34659",2080,446.6,4885.1,2.651618
"34660",2080,447.6,4885.1,2.62997
"34661",2080,448.6,4885.1,2.607702
"34662",2080,449.6,4885.1,3.756051
"34663",2080,450.6,4885.1,3.672757
"34664",2080,451.6,4885.1,3.589463
"34665",2080,452.6,4885.1,3.480051
"34666",2080,453.6,4885.1,3.396758
"34667",2080,454.6,4885.1,3.063658
"34668",2080,455.6,4885.1,3.026573
"34669",2080,456.6,4885.1,2.989488
"34670",2080,457.6,4885.1,2.952403
"34671",2080,458.6,4885.1,2.851805
"34672",2080,459.6,4885.1,2.828945
"34673",2080,460.6,4885.1,2.818952
"34674",2080,461.6,4885.1,2.808958
"34675",2080,462.6,4885.1,2.798965
"34676",2080,463.6,4885.1,2.788972
"34677",2080,464.6,4885.1,2.778979
"34678",2080,465.6,4885.1,2.768985
"34679",2080,466.6,4885.1,2.134044
"34680",2080,467.6,4885.1,2.124051
"34681",2080,468.6,4885.1,2.114058
"34682",2080,469.6,4885.1,2.104064
"34683",2080,470.6,4885.1,2.094071
"34684",2080,471.6,4885.1,2.084078
"34685",2080,472.6,4885.1,2.074085
"34686",2080,473.6,4885.1,2.064091
"34687",2080,474.6,4885.1,2.054098
"34688",2080,475.6,4885.1,2.044105
"34689",2080,476.6,4885.1,2.034112
"34690",2080,477.6,4885.1,2.024119
"34691",2080,478.6,4885.1,2.014125
"34692",2080,479.6,4885.1,2.143062
"34693",2080,480.6,4885.1,2.133068
"34694",2080,481.6,4885.1,3.087036
"34695",2080,482.6,4885.1,3.043871
"34696",2080,483.6,4885.1,3.033878
"34697",2080,484.6,4885.1,3.023885
"34698",2080,485.6,4885.1,3.013891
"34699",2080,486.6,4885.1,3.028109
"34700",2080,487.6,4885.1,3.033534
"34701",2080,488.6,4885.1,3.029933
"34702",2080,489.6,4885.1,3.026333
"34703",2080,490.6,4885.1,3.022732
"34704",2080,491.6,4885.1,2.396417
"34705",2080,492.6,4885.1,2.393682
"34706",2080,493.6,4885.1,2.390947
"34707",2080,494.6,4885.1,2.388212
"34708",2080,495.6,4885.1,2.385477
"34709",2080,496.6,4885.1,2.360977
"34710",2080,497.6,4885.1,2.358241
"34711",2080,498.6,4885.1,2.620995
"34712",2080,499.6,4885.1,2.61826
"34713",2080,500.6,4885.1,2.615524
"34714",2080,501.6,4885.1,2.612789
"34715",2080,502.6,4885.1,2.610054
"34716",2080,503.6,4885.1,2.607319
"34717",2080,504.6,4885.1,2.604583
"34718",2080,505.6,4885.1,2.601848
"34719",2080,506.6,4885.1,2.599113
"34720",2080,507.6,4885.1,2.596378
"34721",2080,508.6,4885.1,2.593643
"34722",2080,509.6,4885.1,2.590907
"34723",2080,510.6,4885.1,2.588172
"34724",2080,511.6,4885.1,2.585437
"34725",2080,512.6,4885.1,2.582702
"34726",2080,513.6,4885.1,2.579966
"34727",2080,514.6,4885.1,2.577231
"34728",2080,515.6,4885.1,2.574496
"34729",2080,516.6,4885.1,2.571761
"34730",2080,517.6,4885.1,2.569026
"34731",2080,518.6,4885.1,2.56629
"34732",2080,519.6,4885.1,2.563555
"34733",2080,520.6,4885.1,2.56082
"34734",2080,521.6,4885.1,2.558085
"34735",2080,522.6,4885.1,2.555349
"34736",2080,523.6,4885.1,2.552614
"34737",2080,524.6,4885.1,2.549879
"34738",2080,525.6,4885.1,2.547144
"34739",2080,526.6,4885.1,2.544409
"34740",2080,527.6,4885.1,2.541673
"34741",2080,528.6,4885.1,2.538938
"34742",2080,529.6,4885.1,2.536203
"34743",2080,530.6,4885.1,2.535816
"34744",2080,531.6,4885.1,2.535604
"34745",2080,532.6,4885.1,2.535393
"34746",2080,533.6,4885.1,2.534987
"34747",2080,534.6,4885.1,2.53451
"34748",2080,535.6,4885.1,2.534033
"34749",2080,536.6,4885.1,2.533556
"34750",2080,537.6,4885.1,2.533079
"34751",2080,538.6,4885.1,2.532603
"34752",2080,539.6,4885.1,2.532126
"34753",2080,540.6,4885.1,2.531649
"34754",2080,541.6,4885.1,2.531172
"34755",2080,542.6,4885.1,2.528929
"34756",2080,543.6,4885.1,2.528452
"34757",2080,373.6,4886.1,2.51291
"34758",2080,374.6,4886.1,2.505175
"34759",2080,375.6,4886.1,2.497441
"34760",2080,376.6,4886.1,2.489707
"34761",2080,377.6,4886.1,2.481973
"34762",2080,378.6,4886.1,2.474238
"34763",2080,379.6,4886.1,2.466504
"34764",2080,380.6,4886.1,2.45877
"34765",2080,381.6,4886.1,2.451036
"34766",2080,382.6,4886.1,2.443301
"34767",2080,383.6,4886.1,2.435567
"34768",2080,384.6,4886.1,2.427833
"34769",2080,385.6,4886.1,2.420099
"34770",2080,386.6,4886.1,2.412364
"34771",2080,387.6,4886.1,2.40463
"34772",2080,388.6,4886.1,2.396896
"34773",2080,389.6,4886.1,2.389162
"34774",2080,390.6,4886.1,2.381427
"34775",2080,391.6,4886.1,2.373693
"34776",2080,392.6,4886.1,2.365959
"34777",2080,393.6,4886.1,2.358225
"34778",2080,394.6,4886.1,2.35049
"34779",2080,395.6,4886.1,2.342756
"34780",2080,396.6,4886.1,2.335022
"34781",2080,397.6,4886.1,2.326299
"34782",2080,398.6,4886.1,2.316009
"34783",2080,399.6,4886.1,2.305718
"34784",2080,400.6,4886.1,2.295428
"34785",2080,401.6,4886.1,2.285138
"34786",2080,402.6,4886.1,2.274848
"34787",2080,403.6,4886.1,2.264557
"34788",2080,404.6,4886.1,2.254267
"34789",2080,405.6,4886.1,2.243977
"34790",2080,406.6,4886.1,2.233686
"34791",2080,407.6,4886.1,2.223396
"34792",2080,408.6,4886.1,2.213106
"34793",2080,409.6,4886.1,2.163781
"34794",2080,410.6,4886.1,2.153491
"34795",2080,411.6,4886.1,2.216825
"34796",2080,412.6,4886.1,2.357437
"34797",2080,413.6,4886.1,1.963673
"34798",2080,414.6,4886.1,2.079572
"34799",2080,415.6,4886.1,2.19547
"34800",2080,416.6,4886.1,2.509085
"34801",2080,417.6,4886.1,2.486261
"34802",2080,418.6,4886.1,2.60216
"34803",2080,419.6,4886.1,2.718058
"34804",2080,420.6,4886.1,2.833957
"34805",2080,421.6,4886.1,3.20569
"34806",2080,422.6,4886.1,3.223464
"34807",2080,423.6,4886.1,3.267973
"34808",2080,424.6,4886.1,3.380101
"34809",2080,425.6,4886.1,3.228663
"34810",2080,426.6,4886.1,3.341745
"34811",2080,427.6,4886.1,3.175127
"34812",2080,428.6,4886.1,3.293015
"34813",2080,429.6,4886.1,3.316257
"34814",2080,430.6,4886.1,3.344436
"34815",2080,431.6,4886.1,3.574922
"34816",2080,432.6,4886.1,3.903873
"34817",2080,433.6,4886.1,3.946513
"34818",2080,434.6,4886.1,3.567774
"34819",2080,435.6,4886.1,3.619644
"34820",2080,436.6,4886.1,3.822031
"34821",2080,437.6,4886.1,3.823613
"34822",2080,438.6,4886.1,3.868792
"34823",2080,439.6,4886.1,4.007961
"34824",2080,440.6,4886.1,4.004703
"34825",2080,441.6,4886.1,3.983055
"34826",2080,442.6,4886.1,4.028541
"34827",2080,443.6,4886.1,3.389197
"34828",2080,444.6,4886.1,2.798
"34829",2080,445.6,4886.1,2.776352
"34830",2080,446.6,4886.1,2.754705
"34831",2080,447.6,4886.1,2.733057
"34832",2080,448.6,4886.1,2.690044
"34833",2080,449.6,4886.1,3.838393
"34834",2080,450.6,4886.1,3.755099
"34835",2080,451.6,4886.1,3.671806
"34836",2080,452.6,4886.1,3.562394
"34837",2080,453.6,4886.1,3.4791
"34838",2080,454.6,4886.1,3.119908
"34839",2080,455.6,4886.1,3.056126
"34840",2080,456.6,4886.1,3.019041
"34841",2080,457.6,4886.1,2.918444
"34842",2080,458.6,4886.1,2.883181
"34843",2080,459.6,4886.1,2.866434
"34844",2080,460.6,4886.1,2.856441
"34845",2080,461.6,4886.1,2.846447
"34846",2080,462.6,4886.1,2.836454
"34847",2080,463.6,4886.1,2.826461
"34848",2080,464.6,4886.1,2.19152
"34849",2080,465.6,4886.1,2.181526
"34850",2080,466.6,4886.1,2.171533
"34851",2080,467.6,4886.1,2.16154
"34852",2080,468.6,4886.1,2.151547
"34853",2080,469.6,4886.1,2.141553
"34854",2080,470.6,4886.1,2.13156
"34855",2080,471.6,4886.1,2.121567
"34856",2080,472.6,4886.1,2.111574
"34857",2080,473.6,4886.1,2.101581
"34858",2080,474.6,4886.1,2.091587
"34859",2080,475.6,4886.1,2.081594
"34860",2080,476.6,4886.1,2.071601
"34861",2080,477.6,4886.1,2.916875
"34862",2080,478.6,4886.1,2.906882
"34863",2080,479.6,4886.1,2.896889
"34864",2080,480.6,4886.1,2.853724
"34865",2080,481.6,4886.1,2.841218
"34866",2080,482.6,4886.1,2.826295
"34867",2080,483.6,4886.1,2.811371
"34868",2080,484.6,4886.1,2.796448
"34869",2080,485.6,4886.1,3.029147
"34870",2080,486.6,4886.1,3.017806
"34871",2080,487.6,4886.1,3.010497
"34872",2080,488.6,4886.1,3.007761
"34873",2080,489.6,4886.1,3.005026
"34874",2080,490.6,4886.1,3.002291
"34875",2080,491.6,4886.1,2.999556
"34876",2080,492.6,4886.1,2.374035
"34877",2080,493.6,4886.1,2.371299
"34878",2080,494.6,4886.1,2.368564
"34879",2080,495.6,4886.1,2.383836
"34880",2080,496.6,4886.1,2.381101
"34881",2080,497.6,4886.1,2.356601
"34882",2080,498.6,4886.1,2.619355
"34883",2080,499.6,4886.1,2.616619
"34884",2080,500.6,4886.1,2.613884
"34885",2080,501.6,4886.1,2.611149
"34886",2080,502.6,4886.1,2.608414
"34887",2080,503.6,4886.1,2.605679
"34888",2080,504.6,4886.1,2.602943
"34889",2080,505.6,4886.1,2.600208
"34890",2080,506.6,4886.1,2.597473
"34891",2080,507.6,4886.1,2.594738
"34892",2080,508.6,4886.1,2.592002
"34893",2080,509.6,4886.1,2.589267
"34894",2080,510.6,4886.1,2.586532
"34895",2080,511.6,4886.1,2.583797
"34896",2080,512.6,4886.1,2.581062
"34897",2080,513.6,4886.1,2.578326
"34898",2080,514.6,4886.1,2.575591
"34899",2080,515.6,4886.1,2.572856
"34900",2080,516.6,4886.1,2.570121
"34901",2080,517.6,4886.1,2.567385
"34902",2080,518.6,4886.1,2.56465
"34903",2080,519.6,4886.1,2.561915
"34904",2080,520.6,4886.1,2.55918
"34905",2080,521.6,4886.1,2.556445
"34906",2080,522.6,4886.1,2.553709
"34907",2080,523.6,4886.1,2.550974
"34908",2080,524.6,4886.1,2.548239
"34909",2080,525.6,4886.1,2.545504
"34910",2080,526.6,4886.1,2.542768
"34911",2080,527.6,4886.1,2.540033
"34912",2080,528.6,4886.1,2.537298
"34913",2080,529.6,4886.1,2.535984
"34914",2080,530.6,4886.1,2.535772
"34915",2080,531.6,4886.1,2.535561
"34916",2080,532.6,4886.1,2.535349
"34917",2080,533.6,4886.1,2.535054
"34918",2080,534.6,4886.1,2.534577
"34919",2080,535.6,4886.1,2.5341
"34920",2080,536.6,4886.1,2.533623
"34921",2080,537.6,4886.1,2.533146
"34922",2080,538.6,4886.1,2.532669
"34923",2080,539.6,4886.1,2.532192
"34924",2080,540.6,4886.1,2.531716
"34925",2080,541.6,4886.1,2.531239
"34926",2080,542.6,4886.1,2.530762
"34927",2080,543.6,4886.1,2.530285
"34928",2080,373.6,4887.1,2.503017
"34929",2080,374.6,4887.1,2.495282
"34930",2080,375.6,4887.1,2.487548
"34931",2080,376.6,4887.1,2.479814
"34932",2080,377.6,4887.1,2.47208
"34933",2080,378.6,4887.1,2.464345
"34934",2080,379.6,4887.1,2.456611
"34935",2080,380.6,4887.1,2.448877
"34936",2080,381.6,4887.1,2.441143
"34937",2080,382.6,4887.1,2.433408
"34938",2080,383.6,4887.1,2.425674
"34939",2080,384.6,4887.1,2.41794
"34940",2080,385.6,4887.1,2.410206
"34941",2080,386.6,4887.1,2.402471
"34942",2080,387.6,4887.1,2.394737
"34943",2080,388.6,4887.1,2.387003
"34944",2080,389.6,4887.1,2.379269
"34945",2080,390.6,4887.1,2.371534
"34946",2080,391.6,4887.1,2.3638
"34947",2080,392.6,4887.1,2.356066
"34948",2080,393.6,4887.1,2.348332
"34949",2080,394.6,4887.1,2.340597
"34950",2080,395.6,4887.1,2.332863
"34951",2080,396.6,4887.1,2.325129
"34952",2080,397.6,4887.1,2.315352
"34953",2080,398.6,4887.1,2.305062
"34954",2080,399.6,4887.1,2.294771
"34955",2080,400.6,4887.1,2.284481
"34956",2080,401.6,4887.1,2.274191
"34957",2080,402.6,4887.1,2.2639
"34958",2080,403.6,4887.1,2.25361
"34959",2080,404.6,4887.1,2.24332
"34960",2080,405.6,4887.1,2.233029
"34961",2080,406.6,4887.1,2.222739
"34962",2080,407.6,4887.1,2.173414
"34963",2080,408.6,4887.1,2.163124
"34964",2080,409.6,4887.1,2.152834
"34965",2080,410.6,4887.1,2.142543
"34966",2080,411.6,4887.1,2.201058
"34967",2080,412.6,4887.1,2.374148
"34968",2080,413.6,4887.1,1.980384
"34969",2080,414.6,4887.1,2.594731
"34970",2080,415.6,4887.1,2.71063
"34971",2080,416.6,4887.1,2.826529
"34972",2080,417.6,4887.1,2.717301
"34973",2080,418.6,4887.1,2.61887
"34974",2080,419.6,4887.1,2.734769
"34975",2080,420.6,4887.1,3.125407
"34976",2080,421.6,4887.1,3.241305
"34977",2080,422.6,4887.1,3.282227
"34978",2080,423.6,4887.1,3.318669
"34979",2080,424.6,4887.1,3.327627
"34980",2080,425.6,4887.1,3.363397
"34981",2080,426.6,4887.1,3.38664
"34982",2080,427.6,4887.1,3.299988
"34983",2080,428.6,4887.1,3.343836
"34984",2080,429.6,4887.1,3.367079
"34985",2080,430.6,4887.1,3.384395
