"","yr","UTM_E_km","UTM_N_km","est"
"575",2007,415.12,4902.052,5.55028781969991
"576",2008,415.12,4902.052,5.10510334153935
"577",2009,415.12,4902.052,5.53370760856416
"578",2010,415.12,4902.052,5.54633299671224
"579",2011,415.12,4902.052,5.3756101702586
"580",2012,415.12,4902.052,5.61772648213393
"581",2013,415.12,4902.052,5.64169979217145
"582",2014,415.12,4902.052,5.26946835551493
"583",2015,417.521,4854.545,7.03224130003355
"584",2016,417.521,4854.545,6.61817808215239
"585",2017,417.521,4854.545,7.01687433763731
"586",2018,417.521,4854.545,6.62616434193434
"587",2005,417.522,4854.557,6.82125406879645
"588",2007,417.522,4854.557,6.83187993174094
"589",2008,417.522,4854.557,6.60979254459583
"590",2009,417.522,4854.557,7.03067619428206
"591",2010,417.522,4854.557,7.05991603324489
"592",2011,417.522,4854.557,7.07581376408611
"593",2012,417.522,4854.557,7.12477801049209
"594",2013,417.522,4854.557,7.22838508263883
"595",2014,417.522,4854.557,6.66553253091404
"596",2016,404.411,4826.871,3.46573703287154
"597",2000,404.411,4826.871,3.98413262182455
"598",2019,412.595,4797.053,4.85782921198324
"599",2020,412.595,4797.053,5.49223165022822
"600",2015,412.595,4797.053,5.56089771408523
