"","yr","UTM_E_km","UTM_N_km","est"
"18180",2080,387.2,4809.9,1.485551
"18181",2080,388.2,4809.9,1.63385
"18182",2080,389.2,4809.9,3.48959
"18183",2080,390.2,4809.9,3.637889
"18184",2080,391.2,4809.9,3.786188
"18185",2080,392.2,4809.9,3.934487
"18186",2080,393.2,4809.9,4.072096
"18187",2080,394.2,4809.9,4.196499
"18188",2080,395.2,4809.9,4.320902
"18189",2080,396.2,4809.9,4.445305
"18190",2080,397.2,4809.9,4.569708
"18191",2080,398.2,4809.9,4.694111
"18192",2080,399.2,4809.9,4.818515
"18193",2080,400.2,4809.9,4.942918
"18194",2080,401.2,4809.9,5.067321
"18195",2080,402.2,4809.9,5.191724
"18196",2080,403.2,4809.9,5.316127
"18197",2080,404.2,4809.9,5.44053
"18198",2080,405.2,4809.9,5.564933
"18199",2080,406.2,4809.9,5.689336
"18200",2080,407.2,4809.9,3.671739
"18201",2080,408.2,4809.9,3.889643
"18202",2080,409.2,4809.9,3.878246
"18203",2080,410.2,4809.9,3.938753
"18204",2080,411.2,4809.9,3.850113
"18205",2080,412.2,4809.9,3.761473
"18206",2080,413.2,4809.9,5.179913
"18207",2080,414.2,4809.9,5.091273
"18208",2080,415.2,4809.9,5.002633
"18209",2080,416.2,4809.9,4.913993
"18210",2080,417.2,4809.9,4.7949
"18211",2080,418.2,4809.9,4.84311
"18212",2080,419.2,4809.9,4.862858
"18213",2080,420.2,4809.9,4.912567
"18214",2080,421.2,4809.9,4.318677
"18215",2080,422.2,4809.9,4.137325
"18216",2080,423.2,4809.9,5.885584
"18217",2080,424.2,4809.9,6.014655
"18218",2080,425.2,4809.9,6.05636
"18219",2080,426.2,4809.9,6.185432
"18220",2080,427.2,4809.9,5.987039
"18221",2080,428.2,4809.9,6.008985
"18222",2080,429.2,4809.9,6.510215
"18223",2080,430.2,4809.9,6.213057
"18224",2080,431.2,4809.9,6.172108
"18225",2080,432.2,4809.9,6.133192
"18226",2080,433.2,4809.9,6.094276
"18227",2080,434.2,4809.9,6.05536
"18228",2080,435.2,4809.9,6.016444
"18229",2080,436.2,4809.9,5.977527
"18230",2080,437.2,4809.9,5.938611
"18231",2080,438.2,4809.9,5.952651
"18232",2080,439.2,4809.9,5.913735
"18233",2080,440.2,4809.9,5.874819
"18234",2080,441.2,4809.9,5.833303
"18235",2080,442.2,4809.9,4.543354
"18236",2080,443.2,4809.9,4.49613
"18237",2080,444.2,4809.9,4.448905
"18238",2080,445.2,4809.9,4.40168
"18239",2080,446.2,4809.9,4.354455
"18240",2080,447.2,4809.9,4.30723
"18241",2080,448.2,4809.9,4.260005
"18242",2080,449.2,4809.9,5.919133
"18243",2080,450.2,4809.9,5.826957
"18244",2080,451.2,4809.9,5.734782
"18245",2080,452.2,4809.9,5.960519
"18246",2080,453.2,4809.9,5.878305
"18247",2080,454.2,4809.9,5.79609
"18248",2080,455.2,4809.9,5.713875
"18249",2080,456.2,4809.9,4.952327
"18250",2080,457.2,4809.9,4.870113
"18251",2080,458.2,4809.9,4.787898
"18252",2080,459.2,4809.9,4.705684
"18253",2080,460.2,4809.9,4.623469
"18254",2080,461.2,4809.9,4.541255
"18255",2080,462.2,4809.9,5.153645
"18256",2080,463.2,4809.9,5.001814
"18257",2080,464.2,4809.9,4.846239
"18258",2080,465.2,4809.9,4.689272
"18259",2080,466.2,4809.9,4.532305
"18260",2080,467.2,4809.9,4.375338
"18261",2080,468.2,4809.9,4.218371
"18262",2080,469.2,4809.9,4.061404
"18263",2080,470.2,4809.9,3.905225
"18264",2080,471.2,4809.9,1.868016
"18265",2080,472.2,4809.9,3.867396
"18266",2080,473.2,4809.9,3.735779
"18267",2080,474.2,4809.9,3.604162
"18268",2080,475.2,4809.9,3.472544
"18269",2080,476.2,4809.9,3.523751
"18270",2080,477.2,4809.9,3.632041
"18271",2080,478.2,4809.9,3.74033
"18272",2080,479.2,4809.9,3.249828
"18273",2080,480.2,4809.9,3.353511
"18274",2080,481.2,4809.9,3.454514
"18275",2080,482.2,4809.9,3.555518
"18276",2080,483.2,4809.9,3.656521
"18277",2080,484.2,4809.9,3.757524
"18278",2080,485.2,4809.9,3.858527
"18279",2080,486.2,4809.9,3.95953
"18280",2080,487.2,4809.9,4.054301
"18281",2080,488.2,4809.9,3.446623
"18282",2080,489.2,4809.9,3.547626
"18283",2080,490.2,4809.9,3.648629
"18284",2080,491.2,4809.9,3.749633
"18285",2080,492.2,4809.9,3.468896
"18286",2080,493.2,4809.9,3.539795
"18287",2080,494.2,4809.9,3.610694
"18288",2080,495.2,4809.9,3.681592
"18289",2080,496.2,4809.9,3.102936
"18290",2080,497.2,4809.9,3.164527
"18291",2080,498.2,4809.9,3.119415
"18292",2080,499.2,4809.9,3.074303
"18293",2080,500.2,4809.9,3.02919
"18294",2080,501.2,4809.9,2.680141
"18295",2080,502.2,4809.9,2.635029
"18296",2080,503.2,4809.9,2.589916
"18297",2080,504.2,4809.9,2.544804
"18298",2080,505.2,4809.9,2.499692
"18299",2080,506.2,4809.9,2.454579
"18300",2080,507.2,4809.9,4.409543
"18301",2080,508.2,4809.9,4.35724
"18302",2080,509.2,4809.9,4.372605
"18303",2080,510.2,4809.9,4.397487
"18304",2080,511.2,4809.9,3.939994
"18305",2080,512.2,4809.9,3.665589
"18306",2080,513.2,4809.9,3.391184
"18307",2080,514.2,4809.9,3.116779
"18308",2080,515.2,4809.9,3.91633
"18309",2080,516.2,4809.9,3.641925
"18310",2080,517.2,4809.9,3.36752
"18311",2080,518.2,4809.9,3.093115
"18312",2080,519.2,4809.9,2.87043
"18313",2080,520.2,4809.9,2.68925
"18314",2080,521.2,4809.9,2.50807
"18315",2080,522.2,4809.9,2.32689
"18316",2080,523.2,4809.9,2.145709
"18317",2080,524.2,4809.9,1.654068
"18318",2080,525.2,4809.9,1.431382
"18319",2080,526.2,4809.9,1.208695
"18320",2080,527.2,4809.9,0.9860091
"18321",2080,528.2,4809.9,0.7633228
"18322",2080,529.2,4809.9,0.5406366
"18323",2080,530.2,4809.9,0.2747712
"18324",2080,531.2,4809.9,0.1116489
"18325",2080,532.2,4809.9,-0.06997043
"18326",2080,533.2,4809.9,-0.2330928
"18327",2080,534.2,4809.9,-0.3962151
"18328",2080,535.2,4809.9,-0.4124905
"18329",2080,536.2,4809.9,-0.5756128
"18330",2080,537.2,4809.9,-0.7387351
"18331",2080,538.2,4809.9,-0.9018575
"18332",2080,539.2,4809.9,-1.06498
"18333",2080,540.2,4809.9,-1.228102
"18334",2080,541.2,4809.9,-1.391224
"18335",2080,542.2,4809.9,-1.554347
"18336",2080,543.2,4809.9,-1.717469
"18337",2080,373.2,4810.9,-0.3027788
"18338",2080,374.2,4810.9,-0.3159273
"18339",2080,375.2,4810.9,-0.2955449
"18340",2080,376.2,4810.9,-0.147246
"18341",2080,377.2,4810.9,0.001052873
"18342",2080,378.2,4810.9,0.1493518
"18343",2080,379.2,4810.9,0.2976507
"18344",2080,380.2,4810.9,0.4459496
"18345",2080,381.2,4810.9,0.5942485
"18346",2080,382.2,4810.9,0.7425474
"18347",2080,383.2,4810.9,0.8908463
"18348",2080,384.2,4810.9,1.039145
"18349",2080,385.2,4810.9,1.187444
"18350",2080,386.2,4810.9,1.335743
"18351",2080,387.2,4810.9,1.484042
"18352",2080,388.2,4810.9,3.325142
"18353",2080,389.2,4810.9,3.449545
"18354",2080,390.2,4810.9,3.573948
"18355",2080,391.2,4810.9,3.698351
"18356",2080,392.2,4810.9,3.822754
"18357",2080,393.2,4810.9,3.947158
"18358",2080,394.2,4810.9,4.071561
"18359",2080,395.2,4810.9,4.195964
"18360",2080,396.2,4810.9,4.320367
"18361",2080,397.2,4810.9,4.44477
"18362",2080,398.2,4810.9,4.569173
"18363",2080,399.2,4810.9,4.693576
"18364",2080,400.2,4810.9,4.817979
"18365",2080,401.2,4810.9,4.942383
"18366",2080,402.2,4810.9,5.066786
"18367",2080,403.2,4810.9,5.191189
"18368",2080,404.2,4810.9,5.315592
"18369",2080,405.2,4810.9,5.439995
"18370",2080,406.2,4810.9,5.574117
"18371",2080,407.2,4810.9,3.556666
"18372",2080,408.2,4810.9,3.923716
"18373",2080,409.2,4810.9,4.139516
"18374",2080,410.2,4810.9,4.050876
"18375",2080,411.2,4810.9,3.962236
"18376",2080,412.2,4810.9,3.873596
"18377",2080,413.2,4810.9,5.292035
"18378",2080,414.2,4810.9,5.203395
"18379",2080,415.2,4810.9,5.114755
"18380",2080,416.2,4810.9,5.026115
"18381",2080,417.2,4810.9,5.06566
"18382",2080,418.2,4810.9,4.901678
"18383",2080,419.2,4810.9,4.994191
"18384",2080,420.2,4810.9,5.123263
"18385",2080,421.2,4810.9,4.45001
"18386",2080,422.2,4810.9,5.887846
"18387",2080,423.2,4810.9,6.016917
"18388",2080,424.2,4810.9,6.058622
"18389",2080,425.2,4810.9,6.187693
"18390",2080,426.2,4810.9,6.257858
"18391",2080,427.2,4810.9,6.000658
"18392",2080,428.2,4810.9,6.012887
"18393",2080,429.2,4810.9,5.947888
"18394",2080,430.2,4810.9,6.19854
"18395",2080,431.2,4810.9,6.14334
"18396",2080,432.2,4810.9,6.104424
"18397",2080,433.2,4810.9,6.065507
"18398",2080,434.2,4810.9,6.026591
"18399",2080,435.2,4810.9,5.987675
"18400",2080,436.2,4810.9,5.948759
"18401",2080,437.2,4810.9,5.909843
"18402",2080,438.2,4810.9,5.870927
"18403",2080,439.2,4810.9,5.884967
"18404",2080,440.2,4810.9,5.846051
"18405",2080,441.2,4810.9,4.564411
"18406",2080,442.2,4810.9,4.525495
"18407",2080,443.2,4810.9,4.486579
"18408",2080,444.2,4810.9,4.447663
"18409",2080,445.2,4810.9,4.408746
"18410",2080,446.2,4810.9,4.36983
"18411",2080,447.2,4810.9,4.324096
"18412",2080,448.2,4810.9,4.276871
"18413",2080,449.2,4810.9,5.941302
"18414",2080,450.2,4810.9,5.882236
"18415",2080,451.2,4810.9,5.79006
"18416",2080,452.2,4810.9,5.707295
"18417",2080,453.2,4810.9,5.942196
"18418",2080,454.2,4810.9,5.859982
"18419",2080,455.2,4810.9,5.098434
"18420",2080,456.2,4810.9,5.016219
"18421",2080,457.2,4810.9,4.934004
"18422",2080,458.2,4810.9,4.85179
"18423",2080,459.2,4810.9,4.769575
"18424",2080,460.2,4810.9,4.687361
"18425",2080,461.2,4810.9,4.605146
"18426",2080,462.2,4810.9,4.522932
"18427",2080,463.2,4810.9,5.090342
"18428",2080,464.2,4810.9,4.93169
"18429",2080,465.2,4810.9,4.7778
"18430",2080,466.2,4810.9,4.620833
"18431",2080,467.2,4810.9,4.463866
"18432",2080,468.2,4810.9,4.306899
"18433",2080,469.2,4810.9,4.149932
"18434",2080,470.2,4810.9,3.992965
"18435",2080,471.2,4810.9,4.061403
"18436",2080,472.2,4810.9,3.924003
"18437",2080,473.2,4810.9,3.792385
"18438",2080,474.2,4810.9,3.660768
"18439",2080,475.2,4810.9,3.529151
"18440",2080,476.2,4810.9,3.633636
"18441",2080,477.2,4810.9,3.741926
"18442",2080,478.2,4810.9,3.850103
"18443",2080,479.2,4810.9,4.056332
"18444",2080,480.2,4810.9,3.453319
"18445",2080,481.2,4810.9,3.554322
"18446",2080,482.2,4810.9,3.655325
"18447",2080,483.2,4810.9,3.756328
"18448",2080,484.2,4810.9,3.857331
"18449",2080,485.2,4810.9,3.958334
"18450",2080,486.2,4810.9,4.053105
"18451",2080,487.2,4810.9,4.154108
"18452",2080,488.2,4810.9,3.54643
"18453",2080,489.2,4810.9,3.647434
"18454",2080,490.2,4810.9,3.748437
"18455",2080,491.2,4810.9,3.84944
"18456",2080,492.2,4810.9,3.950443
"18457",2080,493.2,4810.9,4.688931
"18458",2080,494.2,4810.9,4.75983
"18459",2080,495.2,4810.9,3.57172
"18460",2080,496.2,4810.9,3.642619
"18461",2080,497.2,4810.9,3.679174
"18462",2080,498.2,4810.9,3.634062
"18463",2080,499.2,4810.9,3.58895
"18464",2080,500.2,4810.9,3.543837
"18465",2080,501.2,4810.9,4.779379
"18466",2080,502.2,4810.9,2.744357
"18467",2080,503.2,4810.9,2.699245
"18468",2080,504.2,4810.9,2.654132
"18469",2080,505.2,4810.9,2.60902
"18470",2080,506.2,4810.9,4.563984
"18471",2080,507.2,4810.9,4.518871
"18472",2080,508.2,4810.9,4.463368
"18473",2080,509.2,4810.9,4.435124
"18474",2080,510.2,4810.9,4.058957
"18475",2080,511.2,4810.9,3.876685
"18476",2080,512.2,4810.9,3.60228
"18477",2080,513.2,4810.9,3.327875
"18478",2080,514.2,4810.9,3.05347
"18479",2080,515.2,4810.9,3.853021
"18480",2080,516.2,4810.9,3.578616
"18481",2080,517.2,4810.9,3.304211
"18482",2080,518.2,4810.9,3.029805
"18483",2080,519.2,4810.9,2.7554
"18484",2080,520.2,4810.9,2.55937
"18485",2080,521.2,4810.9,2.37819
"18486",2080,522.2,4810.9,2.19701
"18487",2080,523.2,4810.9,1.072935
"18488",2080,524.2,4810.9,1.495937
"18489",2080,525.2,4810.9,1.273251
"18490",2080,526.2,4810.9,1.050565
"18491",2080,527.2,4810.9,0.8278787
"18492",2080,528.2,4810.9,0.6051924
"18493",2080,529.2,4810.9,0.3825062
"18494",2080,530.2,4810.9,0.1115518
"18495",2080,531.2,4810.9,-0.06814034
"18496",2080,532.2,4810.9,-0.2312627
"18497",2080,533.2,4810.9,-0.394385
"18498",2080,534.2,4810.9,-0.5575073
"18499",2080,535.2,4810.9,-0.5922797
"18500",2080,536.2,4810.9,-0.755402
"18501",2080,537.2,4810.9,-0.9185243
"18502",2080,538.2,4810.9,-1.081647
"18503",2080,539.2,4810.9,-1.244769
"18504",2080,540.2,4810.9,-1.407891
"18505",2080,541.2,4810.9,-1.571014
"18506",2080,542.2,4810.9,-1.730974
"18507",2080,543.2,4810.9,-1.770459
"18508",2080,373.2,4811.9,-0.4028564
"18509",2080,374.2,4811.9,-0.416005
"18510",2080,375.2,4811.9,-0.2970544
"18511",2080,376.2,4811.9,-0.1487555
"18512",2080,377.2,4811.9,-0.000456547
"18513",2080,378.2,4811.9,0.1478424
"18514",2080,379.2,4811.9,0.2961413
"18515",2080,380.2,4811.9,0.4444402
"18516",2080,381.2,4811.9,0.5927391
"18517",2080,382.2,4811.9,0.741038
"18518",2080,383.2,4811.9,0.8707472
"18519",2080,384.2,4811.9,0.9951503
"18520",2080,385.2,4811.9,1.119553
"18521",2080,386.2,4811.9,1.243957
"18522",2080,387.2,4811.9,3.075801
"18523",2080,388.2,4811.9,3.200204
"18524",2080,389.2,4811.9,3.324607
"18525",2080,390.2,4811.9,3.44901
"18526",2080,391.2,4811.9,3.573413
"18527",2080,392.2,4811.9,3.697816
"18528",2080,393.2,4811.9,3.822219
"18529",2080,394.2,4811.9,3.946623
"18530",2080,395.2,4811.9,4.071026
"18531",2080,396.2,4811.9,4.195429
"18532",2080,397.2,4811.9,4.319832
"18533",2080,398.2,4811.9,4.444235
"18534",2080,399.2,4811.9,4.568638
"18535",2080,400.2,4811.9,4.693041
"18536",2080,401.2,4811.9,4.817444
"18537",2080,402.2,4811.9,4.941848
"18538",2080,403.2,4811.9,5.066251
"18539",2080,404.2,4811.9,5.190654
"18540",2080,405.2,4811.9,5.315057
"18541",2080,406.2,4811.9,4.018671
"18542",2080,407.2,4811.9,4.236575
"18543",2080,408.2,4811.9,4.454479
"18544",2080,409.2,4811.9,4.026547
"18545",2080,410.2,4811.9,4.162998
"18546",2080,411.2,4811.9,4.074358
"18547",2080,412.2,4811.9,3.985718
"18548",2080,413.2,4811.9,5.404158
"18549",2080,414.2,4811.9,5.315518
"18550",2080,415.2,4811.9,5.226878
"18551",2080,416.2,4811.9,5.138238
"18552",2080,417.2,4811.9,5.196994
"18553",2080,418.2,4811.9,5.388247
"18554",2080,419.2,4811.9,5.517318
"18555",2080,420.2,4811.9,5.646389
"18556",2080,421.2,4811.9,5.775461
"18557",2080,422.2,4811.9,5.904532
"18558",2080,423.2,4811.9,6.060884
"18559",2080,424.2,4811.9,6.189955
"18560",2080,425.2,4811.9,6.249531
"18561",2080,426.2,4811.9,6.271477
"18562",2080,427.2,4811.9,6.014276
"18563",2080,428.2,4811.9,5.998369
"18564",2080,429.2,4811.9,5.933371
"18565",2080,430.2,4811.9,6.184022
"18566",2080,431.2,4811.9,6.119023
"18567",2080,432.2,4811.9,6.075655
"18568",2080,433.2,4811.9,6.036739
"18569",2080,434.2,4811.9,5.997823
"18570",2080,435.2,4811.9,5.958907
"18571",2080,436.2,4811.9,5.919991
"18572",2080,437.2,4811.9,5.881075
"18573",2080,438.2,4811.9,5.842158
"18574",2080,439.2,4811.9,5.856199
"18575",2080,440.2,4811.9,4.574559
"18576",2080,441.2,4811.9,4.535643
"18577",2080,442.2,4811.9,4.496727
"18578",2080,443.2,4811.9,4.45781
"18579",2080,444.2,4811.9,4.418894
"18580",2080,445.2,4811.9,4.379978
"18581",2080,446.2,4811.9,4.341062
"18582",2080,447.2,4811.9,4.302146
"18583",2080,448.2,4811.9,6.053645
"18584",2080,449.2,4811.9,6.014728
"18585",2080,450.2,4811.9,5.975812
"18586",2080,451.2,4811.9,5.93216
"18587",2080,452.2,4811.9,5.849946
"18588",2080,453.2,4811.9,5.767731
"18589",2080,454.2,4811.9,5.923873
"18590",2080,455.2,4811.9,5.162325
"18591",2080,456.2,4811.9,5.080111
"18592",2080,457.2,4811.9,4.997896
"18593",2080,458.2,4811.9,4.915681
"18594",2080,459.2,4811.9,4.833467
"18595",2080,460.2,4811.9,4.751252
"18596",2080,461.2,4811.9,4.669038
"18597",2080,462.2,4811.9,4.586823
"18598",2080,463.2,4811.9,5.177185
"18599",2080,464.2,4811.9,5.020218
"18600",2080,465.2,4811.9,4.863251
"18601",2080,466.2,4811.9,4.706284
"18602",2080,467.2,4811.9,4.552394
"18603",2080,468.2,4811.9,4.395427
"18604",2080,469.2,4811.9,4.23846
"18605",2080,470.2,4811.9,4.082527
"18606",2080,471.2,4811.9,4.149931
"18607",2080,472.2,4811.9,3.992964
"18608",2080,473.2,4811.9,3.848992
"18609",2080,474.2,4811.9,3.717375
"18610",2080,475.2,4811.9,3.635232
"18611",2080,476.2,4811.9,3.743521
"18612",2080,477.2,4811.9,3.848907
"18613",2080,478.2,4811.9,3.949911
"18614",2080,479.2,4811.9,4.15614
"18615",2080,480.2,4811.9,4.257143
"18616",2080,481.2,4811.9,3.654129
"18617",2080,482.2,4811.9,3.755132
"18618",2080,483.2,4811.9,3.856135
"18619",2080,484.2,4811.9,3.957139
"18620",2080,485.2,4811.9,4.051909
"18621",2080,486.2,4811.9,4.152912
"18622",2080,487.2,4811.9,4.253916
"18623",2080,488.2,4811.9,3.646238
"18624",2080,489.2,4811.9,3.747241
"18625",2080,490.2,4811.9,3.848244
"18626",2080,491.2,4811.9,3.949247
"18627",2080,492.2,4811.9,4.05025
"18628",2080,493.2,4811.9,4.789843
"18629",2080,494.2,4811.9,4.890847
"18630",2080,495.2,4811.9,3.706085
"18631",2080,496.2,4811.9,3.776984
"18632",2080,497.2,4811.9,3.788502
"18633",2080,498.2,4811.9,3.74339
"18634",2080,499.2,4811.9,4.978932
"18635",2080,500.2,4811.9,4.933819
"18636",2080,501.2,4811.9,4.888707
"18637",2080,502.2,4811.9,4.591102
"18638",2080,503.2,4811.9,4.54599
"18639",2080,504.2,4811.9,4.500878
"18640",2080,505.2,4811.9,4.455766
"18641",2080,506.2,4811.9,4.662921
"18642",2080,507.2,4811.9,4.617809
"18643",2080,508.2,4811.9,4.572697
"18644",2080,509.2,4811.9,4.126535
"18645",2080,510.2,4811.9,4.087781
"18646",2080,511.2,4811.9,3.813376
"18647",2080,512.2,4811.9,3.538971
"18648",2080,513.2,4811.9,3.264566
"18649",2080,514.2,4811.9,2.990161
"18650",2080,515.2,4811.9,3.789712
"18651",2080,516.2,4811.9,3.515307
"18652",2080,517.2,4811.9,3.240902
"18653",2080,518.2,4811.9,2.966496
"18654",2080,519.2,4811.9,2.692091
"18655",2080,520.2,4811.9,2.42949
"18656",2080,521.2,4811.9,2.24831
"18657",2080,522.2,4811.9,1.124235
"18658",2080,523.2,4811.9,0.9247188
"18659",2080,524.2,4811.9,1.337807
"18660",2080,525.2,4811.9,1.115121
"18661",2080,526.2,4811.9,0.8924346
"18662",2080,527.2,4811.9,0.6697483
"18663",2080,528.2,4811.9,0.4470621
"18664",2080,529.2,4811.9,0.2243758
"18665",2080,530.2,4811.9,-0.04657853
"18666",2080,531.2,4811.9,-0.2479295
"18667",2080,532.2,4811.9,-0.4110519
"18668",2080,533.2,4811.9,-0.5741742
"18669",2080,534.2,4811.9,-0.7372965
"18670",2080,535.2,4811.9,-0.9004189
"18671",2080,536.2,4811.9,-0.9351912
"18672",2080,537.2,4811.9,-1.098314
"18673",2080,538.2,4811.9,-1.261436
"18674",2080,539.2,4811.9,-1.424558
"18675",2080,540.2,4811.9,-1.587681
"18676",2080,541.2,4811.9,-1.834364
"18677",2080,542.2,4811.9,-1.87385
"18678",2080,543.2,4811.9,-1.913335
"18679",2080,373.2,4812.9,-0.5041343
"18680",2080,374.2,4812.9,-0.4468627
"18681",2080,375.2,4812.9,-0.2985638
"18682",2080,376.2,4812.9,-0.1502649
"18683",2080,377.2,4812.9,-0.001965967
"18684",2080,378.2,4812.9,0.1237933
"18685",2080,379.2,4812.9,0.2481965
"18686",2080,380.2,4812.9,0.3725996
"18687",2080,381.2,4812.9,0.4970027
"18688",2080,382.2,4812.9,0.6214059
"18689",2080,383.2,4812.9,0.745809
"18690",2080,384.2,4812.9,0.8702121
"18691",2080,385.2,4812.9,0.9946153
"18692",2080,386.2,4812.9,2.826459
"18693",2080,387.2,4812.9,2.950862
"18694",2080,388.2,4812.9,3.075266
"18695",2080,389.2,4812.9,3.199669
"18696",2080,390.2,4812.9,3.324072
"18697",2080,391.2,4812.9,3.448475
"18698",2080,392.2,4812.9,3.572878
"18699",2080,393.2,4812.9,3.697281
"18700",2080,394.2,4812.9,3.821684
"18701",2080,395.2,4812.9,3.946087
"18702",2080,396.2,4812.9,4.070491
"18703",2080,397.2,4812.9,4.194894
"18704",2080,398.2,4812.9,4.319297
"18705",2080,399.2,4812.9,4.4437
"18706",2080,400.2,4812.9,4.568103
"18707",2080,401.2,4812.9,4.692506
"18708",2080,402.2,4812.9,4.816909
"18709",2080,403.2,4812.9,4.941313
"18710",2080,404.2,4812.9,3.625342
"18711",2080,405.2,4812.9,3.749746
"18712",2080,406.2,4812.9,3.903598
"18713",2080,407.2,4812.9,4.121502
"18714",2080,408.2,4812.9,4.339405
"18715",2080,409.2,4812.9,4.557309
"18716",2080,410.2,4812.9,4.775213
"18717",2080,411.2,4812.9,4.907761
"18718",2080,412.2,4812.9,4.819121
"18719",2080,413.2,4812.9,4.730481
"18720",2080,414.2,4812.9,5.42764
"18721",2080,415.2,4812.9,5.339
"18722",2080,416.2,4812.9,3.588375
"18723",2080,417.2,4812.9,5.333186
"18724",2080,418.2,4812.9,5.51958
"18725",2080,419.2,4812.9,5.648651
"18726",2080,420.2,4812.9,5.777723
"18727",2080,421.2,4812.9,5.906794
"18728",2080,422.2,4812.9,6.035866
"18729",2080,423.2,4812.9,6.164937
"18730",2080,424.2,4812.9,6.241204
"18731",2080,425.2,4812.9,6.26315
"18732",2080,426.2,4812.9,6.285096
"18733",2080,427.2,4812.9,6.027895
"18734",2080,428.2,4812.9,5.983852
"18735",2080,429.2,4812.9,5.918853
"18736",2080,430.2,4812.9,6.169505
"18737",2080,431.2,4812.9,6.104506
"18738",2080,432.2,4812.9,6.046887
"18739",2080,433.2,4812.9,6.007971
"18740",2080,434.2,4812.9,5.969055
"18741",2080,435.2,4812.9,5.930139
"18742",2080,436.2,4812.9,5.891222
"18743",2080,437.2,4812.9,5.852306
"18744",2080,438.2,4812.9,5.81339
"18745",2080,439.2,4812.9,4.584707
"18746",2080,440.2,4812.9,4.54579
"18747",2080,441.2,4812.9,4.506874
"18748",2080,442.2,4812.9,4.467958
"18749",2080,443.2,4812.9,4.429042
"18750",2080,444.2,4812.9,4.390126
"18751",2080,445.2,4812.9,4.35121
"18752",2080,446.2,4812.9,4.312294
"18753",2080,447.2,4812.9,4.273377
"18754",2080,448.2,4812.9,6.024876
"18755",2080,449.2,4812.9,5.98596
"18756",2080,450.2,4812.9,5.947401
"18757",2080,451.2,4812.9,5.90797
"18758",2080,452.2,4812.9,5.864064
"18759",2080,453.2,4812.9,5.820159
"18760",2080,454.2,4812.9,5.308431
"18761",2080,455.2,4812.9,5.226217
"18762",2080,456.2,4812.9,5.144002
"18763",2080,457.2,4812.9,5.061788
"18764",2080,458.2,4812.9,4.979573
"18765",2080,459.2,4812.9,4.897358
"18766",2080,460.2,4812.9,4.815144
"18767",2080,461.2,4812.9,4.732929
"18768",2080,462.2,4812.9,4.647285
"18769",2080,463.2,4812.9,4.56507
"18770",2080,464.2,4812.9,5.108746
"18771",2080,465.2,4812.9,4.951779
"18772",2080,466.2,4812.9,4.794812
"18773",2080,467.2,4812.9,4.637845
"18774",2080,468.2,4812.9,4.482132
"18775",2080,469.2,4812.9,4.328022
"18776",2080,470.2,4812.9,4.171055
"18777",2080,471.2,4812.9,4.238459
"18778",2080,472.2,4812.9,4.081492
"18779",2080,473.2,4812.9,3.924525
"18780",2080,474.2,4812.9,3.773982
"18781",2080,475.2,4812.9,3.745117
"18782",2080,476.2,4812.9,3.847712
"18783",2080,477.2,4812.9,3.948715
"18784",2080,478.2,4812.9,4.154944
"18785",2080,479.2,4812.9,4.255947
"18786",2080,480.2,4812.9,4.35695
"18787",2080,481.2,4812.9,4.457953
"18788",2080,482.2,4812.9,3.854939
"18789",2080,483.2,4812.9,3.955943
"18790",2080,484.2,4812.9,4.050713
"18791",2080,485.2,4812.9,4.151717
"18792",2080,486.2,4812.9,4.25272
"18793",2080,487.2,4812.9,4.353723
"18794",2080,488.2,4812.9,3.746045
"18795",2080,489.2,4812.9,3.847048
"18796",2080,490.2,4812.9,3.948051
"18797",2080,491.2,4812.9,4.049054
"18798",2080,492.2,4812.9,4.150058
"18799",2080,493.2,4812.9,4.889651
"18800",2080,494.2,4812.9,4.990654
"18801",2080,495.2,4812.9,5.091657
"18802",2080,496.2,4812.9,3.911348
"18803",2080,497.2,4812.9,5.178485
"18804",2080,498.2,4812.9,5.133372
"18805",2080,499.2,4812.9,5.08826
"18806",2080,500.2,4812.9,5.043148
"18807",2080,501.2,4812.9,4.998035
"18808",2080,502.2,4812.9,4.700431
"18809",2080,503.2,4812.9,4.655318
"18810",2080,504.2,4812.9,4.604887
"18811",2080,505.2,4812.9,4.537592
"18812",2080,506.2,4812.9,4.470296
"18813",2080,507.2,4812.9,4.403
"18814",2080,508.2,4812.9,4.186924
"18815",2080,509.2,4812.9,4.119628
"18816",2080,510.2,4812.9,4.017957
"18817",2080,511.2,4812.9,3.745123
"18818",2080,512.2,4812.9,3.472289
"18819",2080,513.2,4812.9,3.199455
"18820",2080,514.2,4812.9,2.92662
"18821",2080,515.2,4812.9,3.726403
"18822",2080,516.2,4812.9,3.451998
"18823",2080,517.2,4812.9,3.177593
"18824",2080,518.2,4812.9,2.903187
"18825",2080,519.2,4812.9,2.628782
"18826",2080,520.2,4812.9,2.354377
"18827",2080,521.2,4812.9,1.175536
"18828",2080,522.2,4812.9,0.9892746
"18829",2080,523.2,4812.9,0.7665884
"18830",2080,524.2,4812.9,0.5439021
"18831",2080,525.2,4812.9,0.9569905
"18832",2080,526.2,4812.9,0.7343042
"18833",2080,527.2,4812.9,0.511618
"18834",2080,528.2,4812.9,0.2889317
"18835",2080,529.2,4812.9,0.06624547
"18836",2080,530.2,4812.9,-0.1564408
"18837",2080,531.2,4812.9,-0.4273951
"18838",2080,532.2,4812.9,-0.5908411
